0_1	+ 1
11a_57|11a_231	- A^(-16) + 2*A^(-12) - 5*A^(-8) + 10*A^(-4) - 12 + 16*A^(4) - 16*A^(8) + 14*A^(12) - 12*A^(16) + 7*A^(20) - 3*A^(24) + A^(28)
11a_57m|11a_231m	+ A^(-28) - 3*A^(-24) + 7*A^(-20) - 12*A^(-16) + 14*A^(-12) - 16*A^(-8) + 16*A^(-4) - 12 + 10*A^(4) - 5*A^(8) + 2*A^(12) - A^(16)
11a_58	- A^(-20) + 2*A^(-16) - 4*A^(-12) + 8*A^(-8) - 10*A^(-4) + 13 - 13*A^(4) + 11*A^(8) - 9*A^(12) + 6*A^(16) - 3*A^(20) + A^(24)
11a_58m	+ A^(-24) - 3*A^(-20) + 6*A^(-16) - 9*A^(-12) + 11*A^(-8) - 13*A^(-4) + 13 - 10*A^(4) + 8*A^(8) - 4*A^(12) + 2*A^(16) - A^(20)
11a_59	- A^(-24) + 2*A^(-20) - 3*A^(-16) + 5*A^(-12) - 5*A^(-8) + 6*A^(-4) - 6 + 5*A^(4) - 4*A^(8) + 3*A^(12) - 2*A^(16) + A^(20)
11n_59	- A^(-44) + 3*A^(-40) - 5*A^(-36) + 7*A^(-32) - 9*A^(-28) + 9*A^(-24) - 8*A^(-20) + 6*A^(-16) - 3*A^(-12) + 2*A^(-8)
11a_59m	+ A^(-20) - 2*A^(-16) + 3*A^(-12) - 4*A^(-8) + 5*A^(-4) - 6 + 6*A^(4) - 5*A^(8) + 5*A^(12) - 3*A^(16) + 2*A^(20) - A^(24)
11n_59m	+ 2*A^(8) - 3*A^(12) + 6*A^(16) - 8*A^(20) + 9*A^(24) - 9*A^(28) + 7*A^(32) - 5*A^(36) + 3*A^(40) - A^(44)
11a_60|11a_220|4_1*7_5m	- A^(-44) + 3*A^(-40) - 6*A^(-36) + 9*A^(-32) - 12*A^(-28) + 14*A^(-24) - 13*A^(-20) + 11*A^(-16) - 8*A^(-12) + 5*A^(-8) - 2*A^(-4) + 1
11a_60m|11a_220m|4_1*7_5	+ 1 - 2*A^(4) + 5*A^(8) - 8*A^(12) + 11*A^(16) - 13*A^(20) + 14*A^(24) - 12*A^(28) + 9*A^(32) - 6*A^(36) + 3*A^(40) - A^(44)
11a_61	- A^(-40) + 3*A^(-36) - 6*A^(-32) + 10*A^(-28) - 14*A^(-24) + 16*A^(-20) - 16*A^(-16) + 15*A^(-12) - 11*A^(-8) + 7*A^(-4) - 3 + A^(4)
11a_61m	+ A^(-4) - 3 + 7*A^(4) - 11*A^(8) + 15*A^(12) - 16*A^(16) + 16*A^(20) - 14*A^(24) + 10*A^(28) - 6*A^(32) + 3*A^(36) - A^(40)
11a_62	+ A^(4) - 2*A^(8) + 4*A^(12) - 5*A^(16) + 7*A^(20) - 8*A^(24) + 8*A^(28) - 7*A^(32) + 6*A^(36) - 4*A^(40) + 2*A^(44) - A^(48)
11a_62m	- A^(-48) + 2*A^(-44) - 4*A^(-40) + 6*A^(-36) - 7*A^(-32) + 8*A^(-28) - 8*A^(-24) + 7*A^(-20) - 5*A^(-16) + 4*A^(-12) - 2*A^(-8) + A^(-4)
11a_63	+ 1 - 3*A^(4) + 7*A^(8) - 10*A^(12) + 13*A^(16) - 15*A^(20) + 15*A^(24) - 12*A^(28) + 9*A^(32) - 5*A^(36) + 2*A^(40) - A^(44)
11n_63|12n_564m	- A^(-40) + 2*A^(-36) - 3*A^(-32) + 5*A^(-28) - 6*A^(-24) + 6*A^(-20) - 6*A^(-16) + 5*A^(-12) - 3*A^(-8) + 2*A^(-4)
11a_63m	- A^(-44) + 2*A^(-40) - 5*A^(-36) + 9*A^(-32) - 12*A^(-28) + 15*A^(-24) - 15*A^(-20) + 13*A^(-16) - 10*A^(-12) + 7*A^(-8) - 3*A^(-4) + 1
11n_63m|12n_564	+ 2*A^(4) - 3*A^(8) + 5*A^(12) - 6*A^(16) + 6*A^(20) - 6*A^(24) + 5*A^(28) - 3*A^(32) + 2*A^(36) - A^(40)
11a_64	+ 1 - 2*A^(4) + 5*A^(8) - 9*A^(12) + 13*A^(16) - 15*A^(20) + 16*A^(24) - 14*A^(28) + 11*A^(32) - 7*A^(36) + 3*A^(40) - A^(44)
11a_64m	- A^(-44) + 3*A^(-40) - 7*A^(-36) + 11*A^(-32) - 14*A^(-28) + 16*A^(-24) - 15*A^(-20) + 13*A^(-16) - 9*A^(-12) + 5*A^(-8) - 2*A^(-4) + 1
11a_65	+ A^(-4) - 2 + 4*A^(4) - 6*A^(8) + 8*A^(12) - 9*A^(16) + 9*A^(20) - 7*A^(24) + 6*A^(28) - 4*A^(32) + 2*A^(36) - A^(40)
11n_65	- 2*A^(-4) + 4 - 4*A^(4) + 6*A^(8) - 5*A^(12) + 5*A^(16) - 4*A^(20) + 2*A^(24) - A^(28)
11a_65m	- A^(-40) + 2*A^(-36) - 4*A^(-32) + 6*A^(-28) - 7*A^(-24) + 9*A^(-20) - 9*A^(-16) + 8*A^(-12) - 6*A^(-8) + 4*A^(-4) - 2 + A^(4)
11n_65m	- A^(-28) + 2*A^(-24) - 4*A^(-20) + 5*A^(-16) - 5*A^(-12) + 6*A^(-8) - 4*A^(-4) + 4 - 2*A^(4)
11a_66|11a_121	+ A^(-12) - 4*A^(-8) + 8*A^(-4) - 12 + 17*A^(4) - 19*A^(8) + 19*A^(12) - 16*A^(16) + 12*A^(20) - 7*A^(24) + 3*A^(28) - A^(32)
11n_66|11n_150	+ 2*A^(-28) - 5*A^(-24) + 8*A^(-20) - 12*A^(-16) + 13*A^(-12) - 12*A^(-8) + 11*A^(-4) - 7 + 4*A^(4) - A^(8)
11a_66m|11a_121m	- A^(-32) + 3*A^(-28) - 7*A^(-24) + 12*A^(-20) - 16*A^(-16) + 19*A^(-12) - 19*A^(-8) + 17*A^(-4) - 12 + 8*A^(4) - 4*A^(8) + A^(12)
11n_66m|11n_150m	- A^(-8) + 4*A^(-4) - 7 + 11*A^(4) - 12*A^(8) + 13*A^(12) - 12*A^(16) + 8*A^(20) - 5*A^(24) + 2*A^(28)
11a_67|11a_317	+ A^(-16) - 4*A^(-12) + 9*A^(-8) - 14*A^(-4) + 18 - 20*A^(4) + 20*A^(8) - 16*A^(12) + 12*A^(16) - 7*A^(20) + 3*A^(24) - A^(28)
11n_67	- A^(-28) + 2*A^(-24) - 2*A^(-20) + 3*A^(-16) - 2*A^(-12) + A^(-8) - A^(-4) + A^(4) - A^(8) + A^(12)
11a_67m|11a_317m	- A^(-28) + 3*A^(-24) - 7*A^(-20) + 12*A^(-16) - 16*A^(-12) + 20*A^(-8) - 20*A^(-4) + 18 - 14*A^(4) + 9*A^(8) - 4*A^(12) + A^(16)
11n_67m	+ A^(-12) - A^(-8) + A^(-4) - A^(4) + A^(8) - 2*A^(12) + 3*A^(16) - 2*A^(20) + 2*A^(24) - A^(28)
11a_68|11a_111	+ A^(-28) - 4*A^(-24) + 7*A^(-20) - 11*A^(-16) + 15*A^(-12) - 16*A^(-8) + 16*A^(-4) - 13 + 10*A^(4) - 6*A^(8) + 3*A^(12) - A^(16)
11n_68	- A^(-32) + 3*A^(-28) - 6*A^(-24) + 9*A^(-20) - 10*A^(-16) + 11*A^(-12) - 10*A^(-8) + 7*A^(-4) - 4 + 2*A^(4)
11a_68m|11a_111m	- A^(-16) + 3*A^(-12) - 6*A^(-8) + 10*A^(-4) - 13 + 16*A^(4) - 16*A^(8) + 15*A^(12) - 11*A^(16) + 7*A^(20) - 4*A^(24) + A^(28)
11n_68m	+ 2*A^(-4) - 4 + 7*A^(4) - 10*A^(8) + 11*A^(12) - 10*A^(16) + 9*A^(20) - 6*A^(24) + 3*A^(28) - A^(32)
11a_69	+ A^(-24) - 4*A^(-20) + 8*A^(-16) - 14*A^(-12) + 20*A^(-8) - 22*A^(-4) + 23 - 20*A^(4) + 15*A^(8) - 9*A^(12) + 4*A^(16) - A^(20)
11n_69	- A^(-36) + 3*A^(-32) - 5*A^(-28) + 7*A^(-24) - 8*A^(-20) + 7*A^(-16) - 6*A^(-12) + 5*A^(-8) - 2*A^(-4) + 1
11a_69m	- A^(-20) + 4*A^(-16) - 9*A^(-12) + 15*A^(-8) - 20*A^(-4) + 23 - 22*A^(4) + 20*A^(8) - 14*A^(12) + 8*A^(16) - 4*A^(20) + A^(24)
11n_69m	+ 1 - 2*A^(4) + 5*A^(8) - 6*A^(12) + 7*A^(16) - 8*A^(20) + 7*A^(24) - 5*A^(28) + 3*A^(32) - A^(36)
11a_70	- A^(-32) + 5*A^(-28) - 11*A^(-24) + 17*A^(-20) - 22*A^(-16) + 25*A^(-12) - 24*A^(-8) + 20*A^(-4) - 14 + 8*A^(4) - 3*A^(8) + A^(12)
11a_70m	+ A^(-12) - 3*A^(-8) + 8*A^(-4) - 14 + 20*A^(4) - 24*A^(8) + 25*A^(12) - 22*A^(16) + 17*A^(20) - 11*A^(24) + 5*A^(28) - A^(32)
11a_71|11a_248m	- A^(-32) + 5*A^(-28) - 11*A^(-24) + 17*A^(-20) - 23*A^(-16) + 26*A^(-12) - 25*A^(-8) + 22*A^(-4) - 15 + 9*A^(4) - 4*A^(8) + A^(12)
11n_71|11n_75m	+ A^(-36) - 3*A^(-32) + 5*A^(-28) - 9*A^(-24) + 10*A^(-20) - 10*A^(-16) + 11*A^(-12) - 7*A^(-8) + 5*A^(-4) - 2
11a_71m|11a_248	+ A^(-12) - 4*A^(-8) + 9*A^(-4) - 15 + 22*A^(4) - 25*A^(8) + 26*A^(12) - 23*A^(16) + 17*A^(20) - 11*A^(24) + 5*A^(28) - A^(32)
11n_71m|11n_75	- 2 + 5*A^(4) - 7*A^(8) + 11*A^(12) - 10*A^(16) + 10*A^(20) - 9*A^(24) + 5*A^(28) - 3*A^(32) + A^(36)
11a_72	+ A^(-24) - 5*A^(-20) + 10*A^(-16) - 16*A^(-12) + 22*A^(-8) - 24*A^(-4) + 25 - 21*A^(4) + 15*A^(8) - 9*A^(12) + 4*A^(16) - A^(20)
11n_72	- A^(-44) + 4*A^(-40) - 7*A^(-36) + 11*A^(-32) - 14*A^(-28) + 13*A^(-24) - 13*A^(-20) + 10*A^(-16) - 5*A^(-12) + 3*A^(-8)
11a_72m	- A^(-20) + 4*A^(-16) - 9*A^(-12) + 15*A^(-8) - 21*A^(-4) + 25 - 24*A^(4) + 22*A^(8) - 16*A^(12) + 10*A^(16) - 5*A^(20) + A^(24)
11n_72m	+ 3*A^(8) - 5*A^(12) + 10*A^(16) - 13*A^(20) + 13*A^(24) - 14*A^(28) + 11*A^(32) - 7*A^(36) + 4*A^(40) - A^(44)
11a_73	- A^(-20) + 5*A^(-16) - 11*A^(-12) + 18*A^(-8) - 25*A^(-4) + 29 - 28*A^(4) + 25*A^(8) - 18*A^(12) + 11*A^(16) - 5*A^(20) + A^(24)
11n_73|11n_74	+ A^(-24) - 2*A^(-20) + 2*A^(-16) - 3*A^(-12) + 2*A^(-8) - A^(-4) + 2 + A^(4) - A^(8) + A^(12) - A^(16)
11a_73m	+ A^(-24) - 5*A^(-20) + 11*A^(-16) - 18*A^(-12) + 25*A^(-8) - 28*A^(-4) + 29 - 25*A^(4) + 18*A^(8) - 11*A^(12) + 5*A^(16) - A^(20)
11n_73m|11n_74m	- A^(-16) + A^(-12) - A^(-8) + A^(-4) + 2 - A^(4) + 2*A^(8) - 3*A^(12) + 2*A^(16) - 2*A^(20) + A^(24)
11a_74	- A^(-36) + 3*A^(-32) - 5*A^(-28) + 8*A^(-24) - 10*A^(-20) + 11*A^(-16) - 11*A^(-12) + 9*A^(-8) - 7*A^(-4) + 5 - 2*A^(4) + A^(8)
11a_74m	+ A^(-8) - 2*A^(-4) + 5 - 7*A^(4) + 9*A^(8) - 11*A^(12) + 11*A^(16) - 10*A^(20) + 8*A^(24) - 5*A^(28) + 3*A^(32) - A^(36)
11a_75	- A^(-32) + 3*A^(-28) - 5*A^(-24) + 9*A^(-20) - 12*A^(-16) + 13*A^(-12) - 13*A^(-8) + 11*A^(-4) - 8 + 5*A^(4) - 2*A^(8) + A^(12)
11a_75m	+ A^(-12) - 2*A^(-8) + 5*A^(-4) - 8 + 11*A^(4) - 13*A^(8) + 13*A^(12) - 12*A^(16) + 9*A^(20) - 5*A^(24) + 3*A^(28) - A^(32)
11a_76|11a_160m|11a_289m	- A^(-20) + 4*A^(-16) - 9*A^(-12) + 15*A^(-8) - 20*A^(-4) + 24 - 23*A^(4) + 20*A^(8) - 15*A^(12) + 9*A^(16) - 4*A^(20) + A^(24)
11n_76|11n_78m	- A^(-4) + 2 - 4*A^(4) + 7*A^(8) - 6*A^(12) + 8*A^(16) - 7*A^(20) + 5*A^(24) - 4*A^(28) + A^(32)
11a_76m|11a_160|11a_289	+ A^(-24) - 4*A^(-20) + 9*A^(-16) - 15*A^(-12) + 20*A^(-8) - 23*A^(-4) + 24 - 20*A^(4) + 15*A^(8) - 9*A^(12) + 4*A^(16) - A^(20)
11n_76m|11n_78	+ A^(-32) - 4*A^(-28) + 5*A^(-24) - 7*A^(-20) + 8*A^(-16) - 6*A^(-12) + 7*A^(-8) - 4*A^(-4) + 2 - A^(4)
11a_77	- A^(-8) + 4*A^(-4) - 8 + 14*A^(4) - 18*A^(8) + 21*A^(12) - 21*A^(16) + 18*A^(20) - 13*A^(24) + 8*A^(28) - 4*A^(32) + A^(36)
11n_77	- A^(-56) + 3*A^(-52) - 4*A^(-48) + 5*A^(-44) - 6*A^(-40) + 4*A^(-36) - 4*A^(-32) + 2*A^(-28) + A^(-24) + A^(-16)
11a_77m	+ A^(-36) - 4*A^(-32) + 8*A^(-28) - 13*A^(-24) + 18*A^(-20) - 21*A^(-16) + 21*A^(-12) - 18*A^(-8) + 14*A^(-4) - 8 + 4*A^(4) - A^(8)
11n_77m	+ A^(16) + A^(24) + 2*A^(28) - 4*A^(32) + 4*A^(36) - 6*A^(40) + 5*A^(44) - 4*A^(48) + 3*A^(52) - A^(56)
11a_78	- A^(-32) + 4*A^(-28) - 8*A^(-24) + 13*A^(-20) - 18*A^(-16) + 20*A^(-12) - 19*A^(-8) + 17*A^(-4) - 12 + 7*A^(4) - 3*A^(8) + A^(12)
11a_78m	+ A^(-12) - 3*A^(-8) + 7*A^(-4) - 12 + 17*A^(4) - 19*A^(8) + 20*A^(12) - 18*A^(16) + 13*A^(20) - 8*A^(24) + 4*A^(28) - A^(32)
11a_79|11a_255	+ A^(-12) - 4*A^(-8) + 9*A^(-4) - 14 + 20*A^(4) - 23*A^(8) + 23*A^(12) - 20*A^(16) + 15*A^(20) - 9*A^(24) + 4*A^(28) - A^(32)
11n_79|11n_138m	+ A^(-20) - A^(-16) + 2*A^(-12) - 3*A^(-8) + 2*A^(-4) - 2 + 2*A^(4) - A^(8) + A^(12)
11a_79m|11a_255m	- A^(-32) + 4*A^(-28) - 9*A^(-24) + 15*A^(-20) - 20*A^(-16) + 23*A^(-12) - 23*A^(-8) + 20*A^(-4) - 14 + 9*A^(4) - 4*A^(8) + A^(12)
11n_79m|11n_138	+ A^(-12) - A^(-8) + 2*A^(-4) - 2 + 2*A^(4) - 3*A^(8) + 2*A^(12) - A^(16) + A^(20)
11a_80|11a_270m	- A^(-20) + 4*A^(-16) - 8*A^(-12) + 14*A^(-8) - 19*A^(-4) + 22 - 22*A^(4) + 19*A^(8) - 14*A^(12) + 9*A^(16) - 4*A^(20) + A^(24)
11n_80	+ A^(-8) - A^(-4) + 1 - 2*A^(8) + 3*A^(12) - 3*A^(16) + 4*A^(20) - 3*A^(24) + 2*A^(28) - A^(32)
11a_80m|11a_270	+ A^(-24) - 4*A^(-20) + 9*A^(-16) - 14*A^(-12) + 19*A^(-8) - 22*A^(-4) + 22 - 19*A^(4) + 14*A^(8) - 8*A^(12) + 4*A^(16) - A^(20)
11n_80m	- A^(-32) + 2*A^(-28) - 3*A^(-24) + 4*A^(-20) - 3*A^(-16) + 3*A^(-12) - 2*A^(-8) + 1 - A^(4) + A^(8)
11a_81|11a_282m	+ A^(-28) - 4*A^(-24) + 8*A^(-20) - 13*A^(-16) + 18*A^(-12) - 20*A^(-8) + 20*A^(-4) - 17 + 13*A^(4) - 8*A^(8) + 4*A^(12) - A^(16)
11n_81	+ 2*A^(-36) - 3*A^(-32) + 3*A^(-28) - 5*A^(-24) + 4*A^(-20) - 4*A^(-16) + 4*A^(-12) - A^(-8) + A^(-4)
11a_81m|11a_282	- A^(-16) + 4*A^(-12) - 8*A^(-8) + 13*A^(-4) - 17 + 20*A^(4) - 20*A^(8) + 18*A^(12) - 13*A^(16) + 8*A^(20) - 4*A^(24) + A^(28)
11n_81m	+ A^(4) - A^(8) + 4*A^(12) - 4*A^(16) + 4*A^(20) - 5*A^(24) + 3*A^(28) - 3*A^(32) + 2*A^(36)
11n_82	- A^(-16) + 2*A^(-12) - 2*A^(-8) + 3*A^(-4) - 3 + 3*A^(4) - 2*A^(8) + 2*A^(12) - A^(16)
11a_83	+ A^(-40) - 4*A^(-36) + 8*A^(-32) - 13*A^(-28) + 16*A^(-24) - 18*A^(-20) + 18*A^(-16) - 14*A^(-12) + 11*A^(-8) - 6*A^(-4) + 3 - A^(4)
11a_83m	- A^(-4) + 3 - 6*A^(4) + 11*A^(8) - 14*A^(12) + 18*A^(16) - 18*A^(20) + 16*A^(24) - 13*A^(28) + 8*A^(32) - 4*A^(36) + A^(40)
11a_84|11a_88	- A^(-20) + 3*A^(-16) - 6*A^(-12) + 11*A^(-8) - 14*A^(-4) + 16 - 16*A^(4) + 14*A^(8) - 10*A^(12) + 6*A^(16) - 3*A^(20) + A^(24)
11n_84	+ 2*A^(4) - 3*A^(8) + 5*A^(12) - 6*A^(16) + 6*A^(20) - 5*A^(24) + 4*A^(28) - 3*A^(32) + A^(36)
11a_84m|11a_88m	+ A^(-24) - 3*A^(-20) + 6*A^(-16) - 10*A^(-12) + 14*A^(-8) - 16*A^(-4) + 16 - 14*A^(4) + 11*A^(8) - 6*A^(12) + 3*A^(16) - A^(20)
11n_84m	+ A^(-36) - 3*A^(-32) + 4*A^(-28) - 5*A^(-24) + 6*A^(-20) - 6*A^(-16) + 5*A^(-12) - 3*A^(-8) + 2*A^(-4)
11a_85	+ A^(-36) - 4*A^(-32) + 7*A^(-28) - 11*A^(-24) + 15*A^(-20) - 17*A^(-16) + 17*A^(-12) - 14*A^(-8) + 11*A^(-4) - 6 + 3*A^(4) - A^(8)
11n_85	+ A^(-24) - 3*A^(-20) + 4*A^(-16) - 6*A^(-12) + 8*A^(-8) - 7*A^(-4) + 7 - 5*A^(4) + 3*A^(8) - A^(12)
11a_85m	- A^(-8) + 3*A^(-4) - 6 + 11*A^(4) - 14*A^(8) + 17*A^(12) - 17*A^(16) + 15*A^(20) - 11*A^(24) + 7*A^(28) - 4*A^(32) + A^(36)
11n_85m	- A^(-12) + 3*A^(-8) - 5*A^(-4) + 7 - 7*A^(4) + 8*A^(8) - 6*A^(12) + 4*A^(16) - 3*A^(20) + A^(24)
11a_86|11a_205m	+ A^(-28) - 3*A^(-24) + 6*A^(-20) - 10*A^(-16) + 13*A^(-12) - 14*A^(-8) + 14*A^(-4) - 12 + 9*A^(4) - 5*A^(8) + 3*A^(12) - A^(16)
11n_86	+ A^(-24) - 3*A^(-20) + 4*A^(-16) - 5*A^(-12) + 6*A^(-8) - 5*A^(-4) + 5 - 3*A^(4) + A^(8)
11a_86m|11a_205	- A^(-16) + 3*A^(-12) - 5*A^(-8) + 9*A^(-4) - 12 + 14*A^(4) - 14*A^(8) + 13*A^(12) - 10*A^(16) + 6*A^(20) - 3*A^(24) + A^(28)
11n_86m	+ A^(-8) - 3*A^(-4) + 5 - 5*A^(4) + 6*A^(8) - 5*A^(12) + 4*A^(16) - 3*A^(20) + A^(24)
11n_87	- 1 + 4*A^(4) - 5*A^(8) + 8*A^(12) - 9*A^(16) + 8*A^(20) - 7*A^(24) + 5*A^(28) - 3*A^(32) + A^(36)
11n_87m	+ A^(-36) - 3*A^(-32) + 5*A^(-28) - 7*A^(-24) + 8*A^(-20) - 9*A^(-16) + 8*A^(-12) - 5*A^(-8) + 4*A^(-4) - 1
11n_89	+ 2*A^(8) - 4*A^(12) + 7*A^(16) - 9*A^(20) + 11*A^(24) - 10*A^(28) + 8*A^(32) - 6*A^(36) + 3*A^(40) - A^(44)
11n_89m	- A^(-44) + 3*A^(-40) - 6*A^(-36) + 8*A^(-32) - 10*A^(-28) + 11*A^(-24) - 9*A^(-20) + 7*A^(-16) - 4*A^(-12) + 2*A^(-8)
11a_90	- A^(-16) + 3*A^(-12) - 5*A^(-8) + 9*A^(-4) - 11 + 13*A^(4) - 14*A^(8) + 12*A^(12) - 9*A^(16) + 6*A^(20) - 3*A^(24) + A^(28)
11a_90m	+ A^(-28) - 3*A^(-24) + 6*A^(-20) - 9*A^(-16) + 12*A^(-12) - 14*A^(-8) + 13*A^(-4) - 11 + 9*A^(4) - 5*A^(8) + 3*A^(12) - A^(16)
11a_91	+ A^(-24) - 4*A^(-20) + 8*A^(-16) - 13*A^(-12) + 18*A^(-8) - 20*A^(-4) + 21 - 18*A^(4) + 13*A^(8) - 8*A^(12) + 4*A^(16) - A^(20)
11n_91|12n_347|12n_428m	+ A^(4) - 2*A^(8) + 4*A^(12) - 4*A^(16) + 5*A^(20) - 5*A^(24) + 4*A^(28) - 3*A^(32) + 2*A^(36) - A^(40)
11a_91m	- A^(-20) + 4*A^(-16) - 8*A^(-12) + 13*A^(-8) - 18*A^(-4) + 21 - 20*A^(4) + 18*A^(8) - 13*A^(12) + 8*A^(16) - 4*A^(20) + A^(24)
11n_91m|12n_347m|12n_428	- A^(-40) + 2*A^(-36) - 3*A^(-32) + 4*A^(-28) - 5*A^(-24) + 5*A^(-20) - 4*A^(-16) + 4*A^(-12) - 2*A^(-8) + A^(-4)
11a_92	+ A^(-12) - 3*A^(-8) + 6*A^(-4) - 10 + 14*A^(4) - 16*A^(8) + 17*A^(12) - 14*A^(16) + 11*A^(20) - 7*A^(24) + 3*A^(28) - A^(32)
11a_92m	- A^(-32) + 3*A^(-28) - 7*A^(-24) + 11*A^(-20) - 14*A^(-16) + 17*A^(-12) - 16*A^(-8) + 14*A^(-4) - 10 + 6*A^(4) - 3*A^(8) + A^(12)
11a_93	+ A^(-16) - 3*A^(-12) + 6*A^(-8) - 10*A^(-4) + 13 - 14*A^(4) + 15*A^(8) - 12*A^(12) + 9*A^(16) - 6*A^(20) + 3*A^(24) - A^(28)
11n_93	- A^(-48) + 3*A^(-44) - 6*A^(-40) + 7*A^(-36) - 8*A^(-32) + 8*A^(-28) - 6*A^(-24) + 5*A^(-20) - 2*A^(-16) + A^(-12)
11a_93m	- A^(-28) + 3*A^(-24) - 6*A^(-20) + 9*A^(-16) - 12*A^(-12) + 15*A^(-8) - 14*A^(-4) + 13 - 10*A^(4) + 6*A^(8) - 3*A^(12) + A^(16)
11n_93m	+ A^(12) - 2*A^(16) + 5*A^(20) - 6*A^(24) + 8*A^(28) - 8*A^(32) + 7*A^(36) - 6*A^(40) + 3*A^(44) - A^(48)
11a_94	- A^(-56) + 4*A^(-52) - 8*A^(-48) + 12*A^(-44) - 16*A^(-40) + 17*A^(-36) - 17*A^(-32) + 14*A^(-28) - 9*A^(-24) + 6*A^(-20) - 2*A^(-16) + A^(-12)
11n_94	+ A^(-24) - 4*A^(-20) + 6*A^(-16) - 8*A^(-12) + 10*A^(-8) - 9*A^(-4) + 9 - 6*A^(4) + 3*A^(8) - A^(12)
11a_94m	+ A^(12) - 2*A^(16) + 6*A^(20) - 9*A^(24) + 14*A^(28) - 17*A^(32) + 17*A^(36) - 16*A^(40) + 12*A^(44) - 8*A^(48) + 4*A^(52) - A^(56)
11n_94m	- A^(-12) + 3*A^(-8) - 6*A^(-4) + 9 - 9*A^(4) + 10*A^(8) - 8*A^(12) + 6*A^(16) - 4*A^(20) + A^(24)
11a_95	- A^(-52) + 3*A^(-48) - 5*A^(-44) + 7*A^(-40) - 10*A^(-36) + 11*A^(-32) - 11*A^(-28) + 10*A^(-24) - 7*A^(-20) + 5*A^(-16) - 2*A^(-12) + A^(-8)
11n_95	- 2*A^(-36) + 4*A^(-32) - 5*A^(-28) + 6*A^(-24) - 6*A^(-20) + 5*A^(-16) - 3*A^(-12) + 2*A^(-8)
11a_95m	+ A^(8) - 2*A^(12) + 5*A^(16) - 7*A^(20) + 10*A^(24) - 11*A^(28) + 11*A^(32) - 10*A^(36) + 7*A^(40) - 5*A^(44) + 3*A^(48) - A^(52)
11n_95m	+ 2*A^(8) - 3*A^(12) + 5*A^(16) - 6*A^(20) + 6*A^(24) - 5*A^(28) + 4*A^(32) - 2*A^(36)
11n_96	- A^(-20) + A^(-16) + A^(-4) - 1 + 2*A^(4) - 2*A^(8) + 2*A^(12) - A^(16)
11n_96m	- A^(-16) + 2*A^(-12) - 2*A^(-8) + 2*A^(-4) - 1 + A^(4) + A^(16) - A^(20)
11a_97	- A^(-24) + 3*A^(-20) - 5*A^(-16) + 8*A^(-12) - 10*A^(-8) + 11*A^(-4) - 10 + 9*A^(4) - 7*A^(8) + 4*A^(12) - 2*A^(16) + A^(20)
11n_97	+ A^(-20) - A^(-16) + A^(-12) - A^(-8) - A^(-4) + 2 - 2*A^(4) + 3*A^(8) - 2*A^(12) + 2*A^(16) - A^(20)
11a_97m	+ A^(-20) - 2*A^(-16) + 4*A^(-12) - 7*A^(-8) + 9*A^(-4) - 10 + 11*A^(4) - 10*A^(8) + 8*A^(12) - 5*A^(16) + 3*A^(20) - A^(24)
11n_97m	- A^(-20) + 2*A^(-16) - 2*A^(-12) + 3*A^(-8) - 2*A^(-4) + 2 - A^(4) - A^(8) + A^(12) - A^(16) + A^(20)
11a_98	- A^(-20) + 3*A^(-16) - 5*A^(-12) + 9*A^(-8) - 11*A^(-4) + 12 - 12*A^(4) + 10*A^(8) - 7*A^(12) + 4*A^(16) - 2*A^(20) + A^(24)
11n_98	+ A^(-16) - 4*A^(-12) + 7*A^(-8) - 10*A^(-4) + 12 - 11*A^(4) + 11*A^(8) - 7*A^(12) + 4*A^(16) - 2*A^(20)
11a_98m	+ A^(-24) - 2*A^(-20) + 4*A^(-16) - 7*A^(-12) + 10*A^(-8) - 12*A^(-4) + 12 - 11*A^(4) + 9*A^(8) - 5*A^(12) + 3*A^(16) - A^(20)
11n_98m	- 2*A^(-20) + 4*A^(-16) - 7*A^(-12) + 11*A^(-8) - 11*A^(-4) + 12 - 10*A^(4) + 7*A^(8) - 4*A^(12) + A^(16)
11a_99	+ A^(-28) - 4*A^(-24) + 9*A^(-20) - 14*A^(-16) + 19*A^(-12) - 22*A^(-8) + 21*A^(-4) - 18 + 14*A^(4) - 8*A^(8) + 4*A^(12) - A^(16)
11n_99	+ 3*A^(4) - 4*A^(8) + 6*A^(12) - 7*A^(16) + 6*A^(20) - 6*A^(24) + 4*A^(28) - 2*A^(32) + A^(36)
11a_99m	- A^(-16) + 4*A^(-12) - 8*A^(-8) + 14*A^(-4) - 18 + 21*A^(4) - 22*A^(8) + 19*A^(12) - 14*A^(16) + 9*A^(20) - 4*A^(24) + A^(28)
11n_99m	+ A^(-36) - 2*A^(-32) + 4*A^(-28) - 6*A^(-24) + 6*A^(-20) - 7*A^(-16) + 6*A^(-12) - 4*A^(-8) + 3*A^(-4)
11a_100	- A^(-44) + 5*A^(-40) - 10*A^(-36) + 15*A^(-32) - 21*A^(-28) + 23*A^(-24) - 22*A^(-20) + 19*A^(-16) - 13*A^(-12) + 8*A^(-8) - 3*A^(-4) + 1
11n_100	+ A^(-24) - 2*A^(-20) + 4*A^(-16) - 6*A^(-12) + 7*A^(-8) - 8*A^(-4) + 7 - 5*A^(4) + 4*A^(8) - A^(12)
