0_1	+ 1
5_129s|5_129m|5_638|5_638ms	- A^(-12) - A^(-12)*v - 2*A^(-10)*v - A^(-10)*v^(2) - A^(-8)*v^(2) + A^(-6)*v + A^(-6)*v^(2) + A^(-4)*v + A^(-4)*v^(2)
5_130|5_130ms|5_637s|5_637m	+ A^(-2) + A^(-2)*v + 1 + v + A^(2) - A^(2)*v^(2) - A^(2)*v^(3) - 2*A^(4)*v^(2) - A^(4)*v^(3) - A^(6)*v - A^(6)*v^(2)
5_130s|5_130m|5_637|5_637ms	- A^(-6)*v - A^(-6)*v^(2) - 2*A^(-4)*v^(2) - A^(-4)*v^(3) + A^(-2) - A^(-2)*v^(2) - A^(-2)*v^(3) + 1 + v + A^(2) + A^(2)*v
5_131|5_131ms|5_636s|5_636m	- v - v^(2) - A^(2)*v - A^(2)*v^(2) - A^(2)*v^(3) - A^(4)*v - A^(4)*v^(2) + A^(6)*v + A^(8)
5_131s|5_131m|5_636|5_636ms	+ A^(-8) + A^(-6)*v - A^(-4)*v - A^(-4)*v^(2) - A^(-2)*v - A^(-2)*v^(2) - A^(-2)*v^(3) - v - v^(2)
5_132|5_132ms|5_277s|5_277m	+ A^(-2)*v + 1 - A^(2)*v^(3) - A^(4)*v - 2*A^(4)*v^(2) - A^(6)*v - A^(6)*v^(2) - A^(8)*v
5_132s|5_132m|5_277|5_277ms	- A^(-8)*v - A^(-6)*v - A^(-6)*v^(2) - A^(-4)*v - 2*A^(-4)*v^(2) - A^(-2)*v^(3) + 1 + A^(2)*v
5_133|5_133ms|5_276s|5_276m	- v^(2) - A^(2)*v - A^(2)*v^(2) - A^(2)*v^(3) - A^(4)*v^(2) - A^(4)*v^(3) + A^(6) + A^(6)*v - A^(6)*v^(2) + A^(8) + A^(8)*v + A^(10)
5_133s|5_133m|5_276|5_276ms	+ A^(-10) + A^(-8) + A^(-8)*v + A^(-6) + A^(-6)*v - A^(-6)*v^(2) - A^(-4)*v^(2) - A^(-4)*v^(3) - A^(-2)*v - A^(-2)*v^(2) - A^(-2)*v^(3) - v^(2)
5_134|5_134ms|5_275s|5_275m|5_411|5_411ms|5_426|5_426ms	- A^(-6)*v - A^(-4) - A^(-4)*v - A^(-4)*v^(2) - A^(-2)*v - A^(-2)*v^(2) + v^(2) + A^(2)*v + A^(2)*v^(2) + A^(4)*v
5_134s|5_134m|5_275|5_275ms|5_411s|5_411m|5_426s|5_426m	+ A^(-4)*v + A^(-2)*v + A^(-2)*v^(2) + v^(2) - A^(2)*v - A^(2)*v^(2) - A^(4) - A^(4)*v - A^(4)*v^(2) - A^(6)*v
5_135|5_135ms|5_166s|5_166m	+ A^(6)*v - A^(6)*v^(3) + A^(8) - A^(8)*v - 2*A^(8)*v^(2) - A^(10)*v - A^(10)*v^(2) - A^(12)*v
5_135s|5_135m|5_166|5_166ms	- A^(-12)*v - A^(-10)*v - A^(-10)*v^(2) + A^(-8) - A^(-8)*v - 2*A^(-8)*v^(2) + A^(-6)*v - A^(-6)*v^(3)
5_136|5_136ms|5_165s|5_165m	- A^(-4)*v^(2) + A^(-2) - A^(-2)*v^(2) - A^(-2)*v^(3) + 1 + v - v^(2) - v^(3) + A^(2) - A^(2)*v^(2)
5_136s|5_136m|5_165|5_165ms	+ A^(-2) - A^(-2)*v^(2) + 1 + v - v^(2) - v^(3) + A^(2) - A^(2)*v^(2) - A^(2)*v^(3) - A^(4)*v^(2)
5_137|5_137ms	- v - A^(2) - A^(2)*v - A^(2)*v^(2) - 2*A^(4) - 2*A^(4)*v - A^(6) - A^(6)*v - A^(8)
5_137s|5_137m	- A^(-8) - A^(-6) - A^(-6)*v - 2*A^(-4) - 2*A^(-4)*v - A^(-2) - A^(-2)*v - A^(-2)*v^(2) - v
5_138|5_138ms	- A^(-6) - A^(-4) - 2*A^(-4)*v - A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) - v - v^(2) - A^(2)*v
5_138s|5_138m	- A^(-2)*v - v - v^(2) - A^(2) - 2*A^(2)*v - A^(2)*v^(2) - A^(4) - 2*A^(4)*v - A^(6)
5_139|5_139ms	- A^(-2)*v - v - v^(2) - 2*A^(2)*v - A^(2)*v^(2) - A^(4) - A^(4)*v
5_139s|5_139m	- A^(-4) - A^(-4)*v - 2*A^(-2)*v - A^(-2)*v^(2) - v - v^(2) - A^(2)*v
5_140|5_140ms	- A^(-8) - A^(-6) - A^(-6)*v - 2*A^(-4) - A^(-4)*v - A^(-2) - A^(-2)*v
5_140s|5_140m	- A^(2) - A^(2)*v - 2*A^(4) - A^(4)*v - A^(6) - A^(6)*v - A^(8)
5_141|5_141ms	- 1 - A^(2) - 2*A^(2)*v - 2*A^(4) - A^(4)*v - A^(6)
5_141s|5_141m	- A^(-6) - 2*A^(-4) - A^(-4)*v - A^(-2) - 2*A^(-2)*v - 1
5_142|5_142ms	- A^(-6)*v - A^(-4) - A^(-4)*v - A^(-4)*v^(2) - 2*A^(-2)*v - A^(-2)*v^(2) - v
5_142s|5_142m	- v - 2*A^(2)*v - A^(2)*v^(2) - A^(4) - A^(4)*v - A^(4)*v^(2) - A^(6)*v
5_143|5_143ms	- 1 - v - A^(2) - 3*A^(2)*v - A^(2)*v^(2) - 2*A^(4) - 2*A^(4)*v - A^(4)*v^(2) - A^(6) - A^(6)*v
5_143s|5_143m	- A^(-6) - A^(-6)*v - 2*A^(-4) - 2*A^(-4)*v - A^(-4)*v^(2) - A^(-2) - 3*A^(-2)*v - A^(-2)*v^(2) - 1 - v
5_144|5_144ms	- A^(4)*v - 2*A^(6)*v - A^(6)*v^(2) - 2*A^(8) - 2*A^(8)*v - A^(8)*v^(2) - 2*A^(10) - 2*A^(10)*v - A^(12)
5_144s|5_144m	- A^(-12) - 2*A^(-10) - 2*A^(-10)*v - 2*A^(-8) - 2*A^(-8)*v - A^(-8)*v^(2) - 2*A^(-6)*v - A^(-6)*v^(2) - A^(-4)*v
5_145|5_145ms	- A^(-2) - 2 - v - 2*A^(2) - 3*A^(2)*v - A^(4) - 2*A^(4)*v - A^(4)*v^(2) + A^(6) - A^(6)*v - A^(6)*v^(2)
5_145s|5_145m	+ A^(-6) - A^(-6)*v - A^(-6)*v^(2) - A^(-4) - 2*A^(-4)*v - A^(-4)*v^(2) - 2*A^(-2) - 3*A^(-2)*v - 2 - v - A^(2)
5_146	- 2*A^(2) - A^(2)*v - 2*A^(4) - 2*A^(4)*v - 2*A^(6) - A^(6)*v - A^(8)
5_146m	- A^(-8) - 2*A^(-6) - A^(-6)*v - 2*A^(-4) - 2*A^(-4)*v - 2*A^(-2) - A^(-2)*v
5_147|5_147ms	- A^(6) - A^(6)*v - 2*A^(8) - 2*A^(8)*v - 3*A^(10) - A^(10)*v - A^(12)
5_147s|5_147m	- A^(-12) - 3*A^(-10) - A^(-10)*v - 2*A^(-8) - 2*A^(-8)*v - A^(-6) - A^(-6)*v
5_148|5_148ms	+ A^(2) + 2*A^(4) + A^(4)*v + A^(6) + A^(6)*v - A^(8)*v - 2*A^(10) - A^(10)*v - A^(12)
5_148s|5_148m	- A^(-12) - 2*A^(-10) - A^(-10)*v - A^(-8)*v + A^(-6) + A^(-6)*v + 2*A^(-4) + A^(-4)*v + A^(-2)
5_149|5_149ms	+ A^(4) + A^(6) - A^(8) - 2*A^(10) - A^(10)*v - A^(12) - A^(12)*v - A^(14)
5_149s|5_149m	- A^(-14) - A^(-12) - A^(-12)*v - 2*A^(-10) - A^(-10)*v - A^(-8) + A^(-6) + A^(-4)
5_150|5_150ms	- A^(6) - A^(6)*v - 2*A^(8) - 3*A^(8)*v - 2*A^(10) - A^(10)*v - A^(10)*v^(2) - A^(12) + A^(14)
5_150s|5_150m	+ A^(-14) - A^(-12) - 2*A^(-10) - A^(-10)*v - A^(-10)*v^(2) - 2*A^(-8) - 3*A^(-8)*v - A^(-6) - A^(-6)*v
5_151|5_151ms	- 1 - v - 2*A^(2) - 2*A^(2)*v - A^(2)*v^(2) - 3*A^(4)*v - A^(4)*v^(2) - A^(6)*v + A^(8)*v
5_151s|5_151m	+ A^(-8)*v - A^(-6)*v - 3*A^(-4)*v - A^(-4)*v^(2) - 2*A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) - 1 - v
5_152|5_152ms	- 2*A^(6)*v - A^(8) - 2*A^(8)*v - A^(8)*v^(2) - A^(10) - A^(10)*v - A^(10)*v^(2) + A^(14)
5_152s|5_152m	+ A^(-14) - A^(-10) - A^(-10)*v - A^(-10)*v^(2) - A^(-8) - 2*A^(-8)*v - A^(-8)*v^(2) - 2*A^(-6)*v
5_153|5_153ms	- 2 - 2*A^(2) - 2*A^(2)*v - A^(4) - 2*A^(4)*v + A^(8)*v
5_153s|5_153m	+ A^(-8)*v - A^(-4) - 2*A^(-4)*v - 2*A^(-2) - 2*A^(-2)*v - 2
5_154|5_154ms	- A^(6)*v - 2*A^(8) - A^(8)*v - 2*A^(10) - A^(10)*v - A^(12)
5_154s|5_154m	- A^(-12) - 2*A^(-10) - A^(-10)*v - 2*A^(-8) - A^(-8)*v - A^(-6)*v
5_155|5_155ms	- 1 - A^(2) - 2*A^(2)*v - 2*A^(4)*v - A^(4)*v^(2) + A^(6) - A^(6)*v - A^(6)*v^(2)
5_155s|5_155m	+ A^(-6) - A^(-6)*v - A^(-6)*v^(2) - 2*A^(-4)*v - A^(-4)*v^(2) - A^(-2) - 2*A^(-2)*v - 1
5_156|5_156ms	- A^(-2)*v - v - v^(2) - A^(2) - 2*A^(2)*v - A^(2)*v^(2) - 2*A^(4) - 2*A^(4)*v - A^(6) - A^(6)*v - A^(8)
5_156s|5_156m	- A^(-8) - A^(-6) - A^(-6)*v - 2*A^(-4) - 2*A^(-4)*v - A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) - v - v^(2) - A^(2)*v
5_157|5_157ms	- A^(6) - 2*A^(6)*v - 2*A^(8) - 3*A^(8)*v - A^(8)*v^(2) - 2*A^(10) - 2*A^(10)*v - A^(10)*v^(2) - A^(12) + A^(14)
5_157s|5_157m	+ A^(-14) - A^(-12) - 2*A^(-10) - 2*A^(-10)*v - A^(-10)*v^(2) - 2*A^(-8) - 3*A^(-8)*v - A^(-8)*v^(2) - A^(-6) - 2*A^(-6)*v
5_158|5_158ms	- 2 - v - 2*A^(2) - 3*A^(2)*v - A^(2)*v^(2) - A^(4) - 3*A^(4)*v - A^(4)*v^(2) - A^(6)*v + A^(8)*v
5_158s|5_158m	+ A^(-8)*v - A^(-6)*v - A^(-4) - 3*A^(-4)*v - A^(-4)*v^(2) - 2*A^(-2) - 3*A^(-2)*v - A^(-2)*v^(2) - 2 - v
5_159|5_159ms	+ A^(-8) - A^(-6) - 3*A^(-4) - A^(-4)*v - 3*A^(-2) - 2*A^(-2)*v - 1 - v
5_159s|5_159m	- 1 - v - 3*A^(2) - 2*A^(2)*v - 3*A^(4) - A^(4)*v - A^(6) + A^(8)
5_160|5_160ms	+ A^(-8) - A^(-6) - 2*A^(-4) - A^(-4)*v - A^(-2) - A^(-2)*v + 1 + v + 2*A^(2) + A^(2)*v + A^(4)
5_160s|5_160m	+ A^(-4) + 2*A^(-2) + A^(-2)*v + 1 + v - A^(2) - A^(2)*v - 2*A^(4) - A^(4)*v - A^(6) + A^(8)
5_161|5_161ms	- A^(-6) - A^(-6)*v - 2*A^(-4) - A^(-4)*v - 2*A^(-2) + 1 + A^(2)
5_161s|5_161m	+ A^(-2) + 1 - 2*A^(2) - 2*A^(4) - A^(4)*v - A^(6) - A^(6)*v
5_162|5_162ms	- A^(-2) - 1 - v - 2*A^(2) - 2*A^(2)*v - 2*A^(4) - A^(4)*v - A^(6)
5_162s|5_162m	- A^(-6) - 2*A^(-4) - A^(-4)*v - 2*A^(-2) - 2*A^(-2)*v - 1 - v - A^(2)
5_163|5_163ms|5_367|5_367ms	- A^(8) + A^(8)*v^(2) - A^(10) + A^(10)*v + A^(10)*v^(2) + A^(12) + A^(12)*v - A^(12)*v^(2) + A^(14) + A^(14)*v - A^(14)*v^(2) - A^(14)*v^(3) + A^(16) - A^(16)*v - A^(16)*v^(2)
5_163s|5_163m|5_367s|5_367m	+ A^(-16) - A^(-16)*v - A^(-16)*v^(2) + A^(-14) + A^(-14)*v - A^(-14)*v^(2) - A^(-14)*v^(3) + A^(-12) + A^(-12)*v - A^(-12)*v^(2) - A^(-10) + A^(-10)*v + A^(-10)*v^(2) - A^(-8) + A^(-8)*v^(2)
5_164|5_164ms|5_368|5_368ms	+ A^(-2)*v - 1 + v + v^(2) - A^(2) - A^(2)*v + A^(2)*v^(2) - A^(4)*v - A^(4)*v^(2) + A^(6) - A^(6)*v - A^(6)*v^(2)
5_164s|5_164m|5_368s|5_368m	+ A^(-6) - A^(-6)*v - A^(-6)*v^(2) - A^(-4)*v - A^(-4)*v^(2) - A^(-2) - A^(-2)*v + A^(-2)*v^(2) - 1 + v + v^(2) + A^(2)*v
5_167	+ 2*A^(10)*v - A^(10)*v^(3) + A^(12) - A^(12)*v^(2) - A^(14)*v - A^(16) + A^(18)*v + A^(20)
5_167m	+ A^(-20) + A^(-18)*v - A^(-16) - A^(-14)*v + A^(-12) - A^(-12)*v^(2) + 2*A^(-10)*v - A^(-10)*v^(3)
5_168	- 1 - A^(2)*v + A^(4) - A^(4)*v^(2) + 2*A^(6)*v - A^(6)*v^(3) - A^(8) + A^(8)*v^(2) - 2*A^(10)*v + A^(10)*v^(3)
5_168m	- 2*A^(-10)*v + A^(-10)*v^(3) - A^(-8) + A^(-8)*v^(2) + 2*A^(-6)*v - A^(-6)*v^(3) + A^(-4) - A^(-4)*v^(2) - A^(-2)*v - 1
5_169|5_169ms|5_703|5_703ms	+ 2*A^(-2)*v - A^(-2)*v^(3) + 2 - 2*v^(2) + A^(2) - A^(2)*v - A^(2)*v^(2) - A^(4) - A^(4)*v + A^(4)*v^(2) - A^(6) + A^(6)*v + A^(6)*v^(2) + A^(8)*v
5_169s|5_169m|5_703s|5_703m	+ A^(-8)*v - A^(-6) + A^(-6)*v + A^(-6)*v^(2) - A^(-4) - A^(-4)*v + A^(-4)*v^(2) + A^(-2) - A^(-2)*v - A^(-2)*v^(2) + 2 - 2*v^(2) + 2*A^(2)*v - A^(2)*v^(3)
5_170|5_170ms|5_308|5_308ms	- A^(-12) - 2*A^(-10)*v + A^(-8) - A^(-8)*v - A^(-8)*v^(2) + A^(-6) + A^(-6)*v - A^(-6)*v^(2) - A^(-4) + A^(-4)*v + A^(-4)*v^(2) - A^(-2) + A^(-2)*v^(2)
5_170s|5_170m|5_308s|5_308m	- A^(2) + A^(2)*v^(2) - A^(4) + A^(4)*v + A^(4)*v^(2) + A^(6) + A^(6)*v - A^(6)*v^(2) + A^(8) - A^(8)*v - A^(8)*v^(2) - 2*A^(10)*v - A^(12)
5_171|5_171ms	+ 2*A^(10)*v - A^(10)*v^(3) + A^(12) + 2*A^(12)*v - A^(12)*v^(2) - A^(12)*v^(3) + 2*A^(14) - A^(14)*v - 2*A^(14)*v^(2) - A^(16)*v - A^(16)*v^(2) - A^(18)*v
5_171s|5_171m	- A^(-18)*v - A^(-16)*v - A^(-16)*v^(2) + 2*A^(-14) - A^(-14)*v - 2*A^(-14)*v^(2) + A^(-12) + 2*A^(-12)*v - A^(-12)*v^(2) - A^(-12)*v^(3) + 2*A^(-10)*v - A^(-10)*v^(3)
5_172|5_172ms	- 1 - A^(2) - A^(2)*v + A^(4) - 2*A^(4)*v - A^(4)*v^(2) + A^(6) + A^(6)*v - A^(6)*v^(2) - A^(6)*v^(3) + A^(8) - A^(8)*v^(2)
5_172s|5_172m	+ A^(-8) - A^(-8)*v^(2) + A^(-6) + A^(-6)*v - A^(-6)*v^(2) - A^(-6)*v^(3) + A^(-4) - 2*A^(-4)*v - A^(-4)*v^(2) - A^(-2) - A^(-2)*v - 1
5_173|5_173ms	+ 2*A^(4)*v - A^(4)*v^(3) + 2*A^(6) + 2*A^(6)*v - 2*A^(6)*v^(2) - A^(6)*v^(3) + 2*A^(8) - A^(8)*v - 2*A^(8)*v^(2) - 2*A^(10)*v - A^(12)
5_173s|5_173m	- A^(-12) - 2*A^(-10)*v + 2*A^(-8) - A^(-8)*v - 2*A^(-8)*v^(2) + 2*A^(-6) + 2*A^(-6)*v - 2*A^(-6)*v^(2) - A^(-6)*v^(3) + 2*A^(-4)*v - A^(-4)*v^(3)
5_174|5_174ms	- A^(-6) - A^(-4) - 2*A^(-4)*v + A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) + 2 - 2*v^(2) + 2*A^(2)*v - A^(2)*v^(3)
5_174s|5_174m	+ 2*A^(-2)*v - A^(-2)*v^(3) + 2 - 2*v^(2) + A^(2) - 2*A^(2)*v - A^(2)*v^(2) - A^(4) - 2*A^(4)*v - A^(6)
5_175|5_175ms	- A^(6) - A^(6)*v - 2*A^(8) - 2*A^(8)*v - 2*A^(10) - A^(10)*v - A^(12) + A^(12)*v + A^(14)
5_175s|5_175m	+ A^(-14) - A^(-12) + A^(-12)*v - 2*A^(-10) - A^(-10)*v - 2*A^(-8) - 2*A^(-8)*v - A^(-6) - A^(-6)*v
5_176|5_176ms	- 1 - v - A^(2) - 2*A^(2)*v - A^(2)*v^(2) - 2*A^(4)*v - A^(4)*v^(2) + A^(6) - A^(6)*v + A^(8)*v
5_176s|5_176m	+ A^(-8)*v + A^(-6) - A^(-6)*v - 2*A^(-4)*v - A^(-4)*v^(2) - A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) - 1 - v
5_177|5_177ms	+ A^(4)*v + A^(6) - A^(6)*v - A^(8) - 2*A^(8)*v - 3*A^(10) - A^(10)*v - 2*A^(12)
5_177s|5_177m	- 2*A^(-12) - 3*A^(-10) - A^(-10)*v - A^(-8) - 2*A^(-8)*v + A^(-6) - A^(-6)*v + A^(-4)*v
5_178|5_178ms	+ A^(-2) - 1 + v - 2*A^(2) - A^(2)*v - A^(4) - 3*A^(4)*v + A^(6) - 2*A^(6)*v - A^(6)*v^(2) + A^(8) - A^(8)*v^(2)
5_178s|5_178m	+ A^(-8) - A^(-8)*v^(2) + A^(-6) - 2*A^(-6)*v - A^(-6)*v^(2) - A^(-4) - 3*A^(-4)*v - 2*A^(-2) - A^(-2)*v - 1 + v + A^(2)
5_179|5_179ms	- A^(10)*v - A^(12) - A^(12)*v - 2*A^(14) - A^(14)*v - 2*A^(16)
5_179s|5_179m	- 2*A^(-16) - 2*A^(-14) - A^(-14)*v - A^(-12) - A^(-12)*v - A^(-10)*v
5_180|5_180ms	- A^(4) - A^(6) - A^(6)*v - A^(8) - 2*A^(8)*v + A^(10) - 2*A^(10)*v - A^(10)*v^(2) + A^(12) - A^(12)*v^(2)
5_180s|5_180m	+ A^(-12) - A^(-12)*v^(2) + A^(-10) - 2*A^(-10)*v - A^(-10)*v^(2) - A^(-8) - 2*A^(-8)*v - A^(-6) - A^(-6)*v - A^(-4)
5_181|5_181ms	+ 2*A^(10)*v - A^(10)*v^(3) + A^(12) + 2*A^(12)*v - A^(12)*v^(2) - A^(12)*v^(3) + 2*A^(14) - 2*A^(14)*v^(2) - A^(16)*v
5_181s|5_181m	- A^(-16)*v + 2*A^(-14) - 2*A^(-14)*v^(2) + A^(-12) + 2*A^(-12)*v - A^(-12)*v^(2) - A^(-12)*v^(3) + 2*A^(-10)*v - A^(-10)*v^(3)
5_182|5_182ms	+ A^(-4) - A^(-4)*v^(2) + A^(-2) + 2*A^(-2)*v - A^(-2)*v^(2) - A^(-2)*v^(3) + 4*v - 2*v^(3) - A^(2) + 3*A^(2)*v^(2) - A^(2)*v^(4)
5_182s|5_182m	- A^(-2) + 3*A^(-2)*v^(2) - A^(-2)*v^(4) + 4*v - 2*v^(3) + A^(2) + 2*A^(2)*v - A^(2)*v^(2) - A^(2)*v^(3) + A^(4) - A^(4)*v^(2)
5_183	- 3*A^(10)*v + 4*A^(10)*v^(3) - A^(10)*v^(5) - A^(12) + 3*A^(12)*v^(2) - A^(12)*v^(4)
5_183m	- A^(-12) + 3*A^(-12)*v^(2) - A^(-12)*v^(4) - 3*A^(-10)*v + 4*A^(-10)*v^(3) - A^(-10)*v^(5)
5_184	- 2*A^(8)*v^(2) + A^(8)*v^(4) - A^(10)*v + A^(10)*v^(3) - A^(12) + 3*A^(12)*v^(2) - A^(12)*v^(4) + 2*A^(14)*v - A^(14)*v^(3)
5_184m	+ 2*A^(-14)*v - A^(-14)*v^(3) - A^(-12) + 3*A^(-12)*v^(2) - A^(-12)*v^(4) - A^(-10)*v + A^(-10)*v^(3) - 2*A^(-8)*v^(2) + A^(-8)*v^(4)
5_185	- 2*A^(2)*v + A^(2)*v^(3) - A^(4) + A^(4)*v^(2) - A^(6)*v + 3*A^(6)*v^(3) - A^(6)*v^(5) + 2*A^(8)*v^(2) - A^(8)*v^(4)
5_185m	+ 2*A^(-8)*v^(2) - A^(-8)*v^(4) - A^(-6)*v + 3*A^(-6)*v^(3) - A^(-6)*v^(5) - A^(-4) + A^(-4)*v^(2) - 2*A^(-2)*v + A^(-2)*v^(3)
5_186|5_186ms|5_690|5_690ms	+ A^(2)*v + A^(4)*v + A^(4)*v^(2) - A^(6)*v + A^(6)*v^(2) - A^(8) - A^(8)*v - A^(8)*v^(2) - 2*A^(10) - A^(10)*v - A^(10)*v^(2) - A^(12)*v
5_186s|5_186m|5_690s|5_690m	- A^(-12)*v - 2*A^(-10) - A^(-10)*v - A^(-10)*v^(2) - A^(-8) - A^(-8)*v - A^(-8)*v^(2) - A^(-6)*v + A^(-6)*v^(2) + A^(-4)*v + A^(-4)*v^(2) + A^(-2)*v
5_187|5_187ms|5_691|5_691ms	+ A^(-4) + A^(-2) + A^(-2)*v - 1 + v - A^(2) - 2*A^(2)*v - A^(4) - 3*A^(4)*v - A^(6)*v^(2)
5_187s|5_187m|5_691s|5_691m	- A^(-6)*v^(2) - A^(-4) - 3*A^(-4)*v - A^(-2) - 2*A^(-2)*v - 1 + v + A^(2) + A^(2)*v + A^(4)
5_188|5_188ms	- A^(2) + A^(4) + 2*A^(6) - 2*A^(10) - A^(10)*v - 2*A^(12) - A^(12)*v - A^(14)
5_188s|5_188m	- A^(-14) - 2*A^(-12) - A^(-12)*v - 2*A^(-10) - A^(-10)*v + 2*A^(-6) + A^(-4) - A^(-2)
5_189|5_189ms	+ A^(8) + A^(10) - 2*A^(14) - A^(14)*v - 2*A^(16) - A^(16)*v - A^(18)
5_189s|5_189m	- A^(-18) - 2*A^(-16) - A^(-16)*v - 2*A^(-14) - A^(-14)*v + A^(-10) + A^(-8)
5_190|5_190ms	+ A^(8)*v^(2) + A^(10)*v + A^(10)*v^(2) + A^(12) + 2*A^(12)*v - A^(12)*v^(2) + A^(14) - A^(14)*v - A^(14)*v^(2) - 2*A^(16)*v - A^(18)
5_190s|5_190m	- A^(-18) - 2*A^(-16)*v + A^(-14) - A^(-14)*v - A^(-14)*v^(2) + A^(-12) + 2*A^(-12)*v - A^(-12)*v^(2) + A^(-10)*v + A^(-10)*v^(2) + A^(-8)*v^(2)
5_191|5_191ms	+ A^(2)*v + A^(4) + A^(4)*v + 2*A^(6) + A^(6)*v - A^(6)*v^(3) + A^(8)*v - A^(8)*v^(2) - A^(8)*v^(3) - 2*A^(10)*v^(2) - A^(12)*v
5_191s|5_191m	- A^(-12)*v - 2*A^(-10)*v^(2) + A^(-8)*v - A^(-8)*v^(2) - A^(-8)*v^(3) + 2*A^(-6) + A^(-6)*v - A^(-6)*v^(3) + A^(-4) + A^(-4)*v + A^(-2)*v
5_192|5_192ms	- v^(2) + A^(2)*v - A^(2)*v^(2) - A^(2)*v^(3) + A^(4) + 2*A^(4)*v - 2*A^(4)*v^(3) + A^(6) + A^(6)*v + 2*A^(6)*v^(2) - A^(6)*v^(4) + 2*A^(8)*v - A^(10) + A^(10)*v^(2)
5_192s|5_192m	- A^(-10) + A^(-10)*v^(2) + 2*A^(-8)*v + A^(-6) + A^(-6)*v + 2*A^(-6)*v^(2) - A^(-6)*v^(4) + A^(-4) + 2*A^(-4)*v - 2*A^(-4)*v^(3) + A^(-2)*v - A^(-2)*v^(2) - A^(-2)*v^(3) - v^(2)
5_193|5_193ms	- A^(-6)*v + A^(-4) - A^(-4)*v - A^(-4)*v^(2) + 2*A^(-2) + A^(-2)*v - 2*A^(-2)*v^(2) + 3*v + v^(2) - v^(3) + 2*A^(2)*v^(2) - A^(4)*v + A^(4)*v^(3)
5_193s|5_193m	- A^(-4)*v + A^(-4)*v^(3) + 2*A^(-2)*v^(2) + 3*v + v^(2) - v^(3) + 2*A^(2) + A^(2)*v - 2*A^(2)*v^(2) + A^(4) - A^(4)*v - A^(4)*v^(2) - A^(6)*v
5_194|5_194ms	+ A^(4) + A^(4)*v + 2*A^(6) - A^(8)*v - 2*A^(10) - A^(10)*v - 2*A^(12)
5_194s|5_194m	- 2*A^(-12) - 2*A^(-10) - A^(-10)*v - A^(-8)*v + 2*A^(-6) + A^(-4) + A^(-4)*v
5_195	+ A^(6)*v - A^(6)*v^(3) - A^(8)*v^(2) - A^(10)*v + A^(10)*v^(3) + A^(12)*v^(2) + 2*A^(14)*v - A^(14)*v^(3) + A^(16) - A^(16)*v^(2)
5_195m	+ A^(-16) - A^(-16)*v^(2) + 2*A^(-14)*v - A^(-14)*v^(3) + A^(-12)*v^(2) - A^(-10)*v + A^(-10)*v^(3) - A^(-8)*v^(2) + A^(-6)*v - A^(-6)*v^(3)
5_196	+ 1 - v^(2) - A^(2)*v - A^(4)*v^(2) + A^(4)*v^(4) + A^(6)*v^(3) + 2*A^(8)*v^(2) - A^(8)*v^(4) + A^(10)*v - A^(10)*v^(3)
5_196m	+ A^(-10)*v - A^(-10)*v^(3) + 2*A^(-8)*v^(2) - A^(-8)*v^(4) + A^(-6)*v^(3) - A^(-4)*v^(2) + A^(-4)*v^(4) - A^(-2)*v + 1 - v^(2)
5_197	- A^(2)*v + A^(2)*v^(3) + A^(4)*v^(2) + 2*A^(6)*v^(3) - A^(6)*v^(5) + A^(8)*v^(2) - A^(8)*v^(4) - 2*A^(10)*v + A^(10)*v^(3) - A^(12) + A^(12)*v^(2)
5_197m	- A^(-12) + A^(-12)*v^(2) - 2*A^(-10)*v + A^(-10)*v^(3) + A^(-8)*v^(2) - A^(-8)*v^(4) + 2*A^(-6)*v^(3) - A^(-6)*v^(5) + A^(-4)*v^(2) - A^(-2)*v + A^(-2)*v^(3)
5_198	- A^(-4) + A^(-4)*v^(2) + A^(-2)*v + 2*v^(2) - v^(4) + A^(2)*v - A^(2)*v^(3) - 2*A^(4)*v^(2) + A^(4)*v^(4) - A^(6)*v + A^(6)*v^(3)
5_198m	- A^(-6)*v + A^(-6)*v^(3) - 2*A^(-4)*v^(2) + A^(-4)*v^(4) + A^(-2)*v - A^(-2)*v^(3) + 2*v^(2) - v^(4) + A^(2)*v - A^(4) + A^(4)*v^(2)
5_199|5_199ms	+ A^(8) + 2*A^(10) + A^(12) + A^(12)*v - A^(14) - 2*A^(16) - A^(16)*v - A^(18) - A^(18)*v - A^(20)
5_199s|5_199m	- A^(-20) - A^(-18) - A^(-18)*v - 2*A^(-16) - A^(-16)*v - A^(-14) + A^(-12) + A^(-12)*v + 2*A^(-10) + A^(-8)
5_200|5_200ms	- 1 - v - 3*A^(2) - 2*A^(2)*v - 3*A^(4) - A^(4)*v + A^(8) + A^(8)*v + A^(10)
5_200s|5_200m	+ A^(-10) + A^(-8) + A^(-8)*v - 3*A^(-4) - A^(-4)*v - 3*A^(-2) - 2*A^(-2)*v - 1 - v
5_201|5_201ms	+ A^(-4) + 2*A^(-2) + A^(-2)*v + 2 + v - A^(2) - 2*A^(4) - A^(4)*v - A^(6) - A^(6)*v
