0_1	+ 1
5_472|5_472ms	+ A^(2)*v + 2*A^(4)*v + A^(6)*v^(2) - A^(6)*v^(3) - A^(8)*v^(2) - 2*A^(8)*v^(3) + A^(10)*v - A^(10)*v^(2) - A^(10)*v^(4) + A^(12) + 2*A^(12)*v + A^(14) + 2*A^(14)*v^(2) - A^(18)
5_472s|5_472m	- A^(-18) + A^(-14) + 2*A^(-14)*v^(2) + A^(-12) + 2*A^(-12)*v + A^(-10)*v - A^(-10)*v^(2) - A^(-10)*v^(4) - A^(-8)*v^(2) - 2*A^(-8)*v^(3) + A^(-6)*v^(2) - A^(-6)*v^(3) + 2*A^(-4)*v + A^(-2)*v
5_473|5_473ms	+ A^(-4) + 2*A^(-2) + v - v^(2) - A^(2)*v - 2*A^(2)*v^(2) - A^(4)*v + A^(4)*v^(2) - A^(4)*v^(3) + A^(6)*v + 2*A^(6)*v^(2) + 2*A^(8)*v + A^(8)*v^(3) - A^(12)*v
5_473s|5_473m	- A^(-12)*v + 2*A^(-8)*v + A^(-8)*v^(3) + A^(-6)*v + 2*A^(-6)*v^(2) - A^(-4)*v + A^(-4)*v^(2) - A^(-4)*v^(3) - A^(-2)*v - 2*A^(-2)*v^(2) + v - v^(2) + 2*A^(2) + A^(4)
5_474|5_474ms	+ A^(2)*v + 2*A^(4)*v + A^(4)*v^(2) - A^(6)*v + 2*A^(6)*v^(2) - 2*A^(8)*v - A^(8)*v^(2) - 3*A^(10)*v^(2) + A^(12) + A^(14) + A^(14)*v^(2) - A^(18)
5_474s|5_474m	- A^(-18) + A^(-14) + A^(-14)*v^(2) + A^(-12) - 3*A^(-10)*v^(2) - 2*A^(-8)*v - A^(-8)*v^(2) - A^(-6)*v + 2*A^(-6)*v^(2) + 2*A^(-4)*v + A^(-4)*v^(2) + A^(-2)*v
5_475|5_475ms	+ A^(-4) + 2*A^(-2) + A^(-2)*v + 2*v - v^(2) - 2*A^(2)*v^(2) - A^(2)*v^(3) - A^(4)*v - 2*A^(4)*v^(3) + A^(6)*v + A^(8)*v + A^(8)*v^(3) - A^(12)*v
5_475s|5_475m	- A^(-12)*v + A^(-8)*v + A^(-8)*v^(3) + A^(-6)*v - A^(-4)*v - 2*A^(-4)*v^(3) - 2*A^(-2)*v^(2) - A^(-2)*v^(3) + 2*v - v^(2) + 2*A^(2) + A^(2)*v + A^(4)
5_476|5_476ms	- A^(-2)*v - 2*v - v^(2) - 2*A^(2)*v^(2) + A^(4)*v^(2) + 2*A^(6)*v^(2) - A^(8) - A^(10) - A^(10)*v^(2) + A^(14)
5_476s|5_476m	+ A^(-14) - A^(-10) - A^(-10)*v^(2) - A^(-8) + 2*A^(-6)*v^(2) + A^(-4)*v^(2) - 2*A^(-2)*v^(2) - 2*v - v^(2) - A^(2)*v
5_477|5_477ms	- A^(-8) - 2*A^(-6) - A^(-6)*v - 2*A^(-4)*v + A^(-2)*v + 2*v - A^(2)*v - 2*A^(4)*v + A^(8)*v
5_477s|5_477m	+ A^(-8)*v - 2*A^(-4)*v - A^(-2)*v + 2*v + A^(2)*v - 2*A^(4)*v - 2*A^(6) - A^(6)*v - A^(8)
5_478|5_478ms	- A^(8) + A^(8)*v^(2) - 2*A^(10) + 2*A^(10)*v^(2) - A^(12)*v - A^(12)*v^(2) + A^(12)*v^(3) - A^(14)*v - 2*A^(14)*v^(2) - A^(16)*v - A^(16)*v^(3) + A^(20)*v
5_478s|5_478m	+ A^(-20)*v - A^(-16)*v - A^(-16)*v^(3) - A^(-14)*v - 2*A^(-14)*v^(2) - A^(-12)*v - A^(-12)*v^(2) + A^(-12)*v^(3) - 2*A^(-10) + 2*A^(-10)*v^(2) - A^(-8) + A^(-8)*v^(2)
5_479|5_479ms	+ A^(-2)*v + 2*v + A^(2)*v + A^(2)*v^(2) - A^(2)*v^(3) + A^(4) + 2*A^(4)*v - A^(4)*v^(2) - 2*A^(4)*v^(3) + A^(6) - A^(6)*v^(4) - A^(10) + A^(10)*v^(2)
5_479s|5_479m	- A^(-10) + A^(-10)*v^(2) + A^(-6) - A^(-6)*v^(4) + A^(-4) + 2*A^(-4)*v - A^(-4)*v^(2) - 2*A^(-4)*v^(3) + A^(-2)*v + A^(-2)*v^(2) - A^(-2)*v^(3) + 2*v + A^(2)*v
5_480|5_480ms	+ A^(4) - A^(4)*v^(2) + 2*A^(6) + A^(6)*v - 2*A^(6)*v^(2) - A^(6)*v^(3) + 2*A^(8)*v - 2*A^(8)*v^(3) + A^(10)*v + A^(12)*v^(3) - A^(16)*v
5_480s|5_480m	- A^(-16)*v + A^(-12)*v^(3) + A^(-10)*v + 2*A^(-8)*v - 2*A^(-8)*v^(3) + 2*A^(-6) + A^(-6)*v - 2*A^(-6)*v^(2) - A^(-6)*v^(3) + A^(-4) - A^(-4)*v^(2)
5_481|5_481ms	- A^(-6)*v - 2*A^(-4)*v - A^(-4)*v^(2) - 2*A^(-2)*v^(2) - 1 + v^(2) - A^(2) + 2*A^(2)*v^(2) + A^(6) - A^(6)*v^(2)
5_481s|5_481m	+ A^(-6) - A^(-6)*v^(2) - A^(-2) + 2*A^(-2)*v^(2) - 1 + v^(2) - 2*A^(2)*v^(2) - 2*A^(4)*v - A^(4)*v^(2) - A^(6)*v
5_482|5_482ms	- 2*A^(6)*v - A^(8) - 2*A^(8)*v - A^(8)*v^(2) - 2*A^(10) - A^(10)*v - A^(10)*v^(2) - A^(12)*v
5_482s|5_482m	- A^(-12)*v - 2*A^(-10) - A^(-10)*v - A^(-10)*v^(2) - A^(-8) - 2*A^(-8)*v - A^(-8)*v^(2) - 2*A^(-6)*v
5_483|5_483ms	- 2 - 2*A^(2) - 2*A^(2)*v - A^(4) - 3*A^(4)*v - A^(6)*v^(2)
5_483s|5_483m	- A^(-6)*v^(2) - A^(-4) - 3*A^(-4)*v - 2*A^(-2) - 2*A^(-2)*v - 2
5_487|5_487ms	+ A^(4)*v^(2) + A^(6)*v - A^(8)*v^(2) - 2*A^(10)*v + A^(14)*v + A^(16)
5_487s|5_487m	+ A^(-16) + A^(-14)*v - 2*A^(-10)*v - A^(-8)*v^(2) + A^(-6)*v + A^(-4)*v^(2)
5_488|5_488ms	+ A^(-2)*v + v^(2) - A^(2)*v - A^(4) - A^(4)*v^(2) + A^(8)*v^(2) + A^(10)*v
5_488s|5_488m	+ A^(-10)*v + A^(-8)*v^(2) - A^(-4) - A^(-4)*v^(2) - A^(-2)*v + v^(2) + A^(2)*v
5_489|5_489ms	- 2*A^(6)*v - A^(6)*v^(2) - A^(8) - 4*A^(8)*v - A^(8)*v^(2) - 3*A^(10) - 2*A^(10)*v - A^(12) + A^(12)*v + A^(14) + A^(14)*v + A^(16)
5_489s|5_489m	+ A^(-16) + A^(-14) + A^(-14)*v - A^(-12) + A^(-12)*v - 3*A^(-10) - 2*A^(-10)*v - A^(-8) - 4*A^(-8)*v - A^(-8)*v^(2) - 2*A^(-6)*v - A^(-6)*v^(2)
5_490|5_490ms	- 2 - v - 3*A^(2) - 2*A^(2)*v - A^(2)*v^(2) - 2*A^(4) - 3*A^(4)*v + A^(6) - A^(6)*v + A^(8) + A^(8)*v + A^(10)*v
5_490s|5_490m	+ A^(-10)*v + A^(-8) + A^(-8)*v + A^(-6) - A^(-6)*v - 2*A^(-4) - 3*A^(-4)*v - 3*A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) - 2 - v
5_495|5_495ms	- A^(6)*v - A^(6)*v^(2) - A^(8) - 4*A^(8)*v - 2*A^(10) - A^(10)*v - A^(12) + 2*A^(12)*v + 2*A^(14) + A^(14)*v + A^(16)
5_495s|5_495m	+ A^(-16) + 2*A^(-14) + A^(-14)*v - A^(-12) + 2*A^(-12)*v - 2*A^(-10) - A^(-10)*v - A^(-8) - 4*A^(-8)*v - A^(-6)*v - A^(-6)*v^(2)
5_496|5_496ms	- 1 - v - 3*A^(2) - A^(2)*v - A^(2)*v^(2) - A^(4) - 2*A^(4)*v + A^(6) - A^(6)*v + A^(6)*v^(2) + A^(8) + 2*A^(8)*v + A^(10)*v
5_496s|5_496m	+ A^(-10)*v + A^(-8) + 2*A^(-8)*v + A^(-6) - A^(-6)*v + A^(-6)*v^(2) - A^(-4) - 2*A^(-4)*v - 3*A^(-2) - A^(-2)*v - A^(-2)*v^(2) - 1 - v
5_499|5_499ms	- A^(10)*v - A^(12) - 2*A^(12)*v - 2*A^(14) - A^(14)*v - A^(14)*v^(2) - A^(16) - A^(16)*v + A^(18) + A^(18)*v + A^(20) + A^(20)*v + A^(22)
5_499s|5_499m	+ A^(-22) + A^(-20) + A^(-20)*v + A^(-18) + A^(-18)*v - A^(-16) - A^(-16)*v - 2*A^(-14) - A^(-14)*v - A^(-14)*v^(2) - A^(-12) - 2*A^(-12)*v - A^(-10)*v
5_500|5_500ms	- A^(4) - 2*A^(6) - A^(6)*v - A^(8) - 3*A^(8)*v - A^(10)*v - A^(10)*v^(2) + A^(12) + A^(12)*v + A^(14)*v + A^(14)*v^(2) + A^(16)*v
5_500s|5_500m	+ A^(-16)*v + A^(-14)*v + A^(-14)*v^(2) + A^(-12) + A^(-12)*v - A^(-10)*v - A^(-10)*v^(2) - A^(-8) - 3*A^(-8)*v - 2*A^(-6) - A^(-6)*v - A^(-4)
5_501|5_501ms	+ A^(-4)*v + A^(-2)*v^(2) - v - A^(2) - 2*A^(2)*v - 2*A^(2)*v^(2) - A^(4) - 3*A^(4)*v - A^(4)*v^(2) - A^(6) - A^(6)*v
5_501s|5_501m	- A^(-6) - A^(-6)*v - A^(-4) - 3*A^(-4)*v - A^(-4)*v^(2) - A^(-2) - 2*A^(-2)*v - 2*A^(-2)*v^(2) - v + A^(2)*v^(2) + A^(4)*v
5_502|5_502ms	+ A^(-10) + A^(-8)*v - A^(-6) - 2*A^(-4) - 3*A^(-4)*v - 2*A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) - 1 - v
5_502s|5_502m	- 1 - v - 2*A^(2) - 2*A^(2)*v - A^(2)*v^(2) - 2*A^(4) - 3*A^(4)*v - A^(6) + A^(8)*v + A^(10)
5_505|5_505ms	- A^(-6)*v + 2*A^(-2)*v + 1 - 3*A^(2)*v - A^(4) - A^(4)*v^(2) + 2*A^(6)*v + 2*A^(8) + A^(8)*v^(2) - A^(12)
5_505s|5_505m	- A^(-12) + 2*A^(-8) + A^(-8)*v^(2) + 2*A^(-6)*v - A^(-4) - A^(-4)*v^(2) - 3*A^(-2)*v + 1 + 2*A^(2)*v - A^(6)*v
5_506|5_506ms	- A^(-12) + A^(-8) + A^(-8)*v^(2) + A^(-6)*v - 2*A^(-4) - A^(-4)*v^(2) - 2*A^(-2)*v + 1 + v^(2) + 3*A^(2)*v - A^(6)*v
5_506s|5_506m	- A^(-6)*v + 3*A^(-2)*v + 1 + v^(2) - 2*A^(2)*v - 2*A^(4) - A^(4)*v^(2) + A^(6)*v + A^(8) + A^(8)*v^(2) - A^(12)
5_507|5_507ms|5_605|5_605ms	- A^(6)*v + 2*A^(10)*v + A^(12) - 3*A^(14)*v - 2*A^(16) - A^(16)*v - A^(18) + 2*A^(18)*v + 2*A^(20) + A^(20)*v + A^(22)
5_507s|5_507m|5_605s|5_605m	+ A^(-22) + 2*A^(-20) + A^(-20)*v - A^(-18) + 2*A^(-18)*v - 2*A^(-16) - A^(-16)*v - 3*A^(-14)*v + A^(-12) + 2*A^(-10)*v - A^(-6)*v
5_508|5_508ms|5_606|5_606ms	- 1 + A^(4) + A^(4)*v^(2) + A^(6)*v - 2*A^(8) - A^(8)*v^(2) - A^(10) - 2*A^(10)*v + A^(12) - A^(12)*v + A^(12)*v^(2) + A^(14) + 2*A^(14)*v + A^(16)*v
5_508s|5_508m|5_606s|5_606m	+ A^(-16)*v + A^(-14) + 2*A^(-14)*v + A^(-12) - A^(-12)*v + A^(-12)*v^(2) - A^(-10) - 2*A^(-10)*v - 2*A^(-8) - A^(-8)*v^(2) + A^(-6)*v + A^(-4) + A^(-4)*v^(2) - 1
5_509|5_509ms	+ A^(-4)*v + A^(-2) + A^(-2)*v + 1 - v - 2*A^(2) - 4*A^(2)*v - 3*A^(4) - 3*A^(4)*v - A^(4)*v^(2) - 2*A^(6) - A^(6)*v^(2) + A^(8) + A^(10)
5_509s|5_509m	+ A^(-10) + A^(-8) - 2*A^(-6) - A^(-6)*v^(2) - 3*A^(-4) - 3*A^(-4)*v - A^(-4)*v^(2) - 2*A^(-2) - 4*A^(-2)*v + 1 - v + A^(2) + A^(2)*v + A^(4)*v
5_510|5_510ms	+ A^(-10) + A^(-8) + A^(-8)*v - A^(-6) + A^(-6)*v - 4*A^(-4) - 2*A^(-4)*v - 2*A^(-2) - 4*A^(-2)*v - A^(-2)*v^(2) - 3*v + A^(2)*v + A^(4)*v
5_510s|5_510m	+ A^(-4)*v + A^(-2)*v - 3*v - 2*A^(2) - 4*A^(2)*v - A^(2)*v^(2) - 4*A^(4) - 2*A^(4)*v - A^(6) + A^(6)*v + A^(8) + A^(8)*v + A^(10)
5_511|5_511ms	- A^(-12)*v + 3*A^(-8)*v + 2*A^(-6) + A^(-6)*v + A^(-4) - 3*A^(-4)*v - 2*A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) - 2 - v
5_511s|5_511m	- 2 - v - 2*A^(2) - 2*A^(2)*v - A^(2)*v^(2) + A^(4) - 3*A^(4)*v + 2*A^(6) + A^(6)*v + 3*A^(8)*v - A^(12)*v
5_512|5_512ms	- A^(-18) + 2*A^(-14) + A^(-14)*v^(2) + A^(-12) + 2*A^(-12)*v - 2*A^(-10) + A^(-10)*v - A^(-10)*v^(2) - 2*A^(-8) - 3*A^(-8)*v - A^(-6) - 2*A^(-6)*v
5_512s|5_512m	- A^(6) - 2*A^(6)*v - 2*A^(8) - 3*A^(8)*v - 2*A^(10) + A^(10)*v - A^(10)*v^(2) + A^(12) + 2*A^(12)*v + 2*A^(14) + A^(14)*v^(2) - A^(18)
5_513|5_513ms	- A^(6) - 3*A^(6)*v - 2*A^(8) - 4*A^(8)*v - A^(8)*v^(2) - 2*A^(10) - 2*A^(10)*v^(2) + A^(12) + A^(12)*v + 2*A^(14) + A^(14)*v^(2) - A^(18)
5_513s|5_513m	- A^(-18) + 2*A^(-14) + A^(-14)*v^(2) + A^(-12) + A^(-12)*v - 2*A^(-10) - 2*A^(-10)*v^(2) - 2*A^(-8) - 4*A^(-8)*v - A^(-8)*v^(2) - A^(-6) - 3*A^(-6)*v
5_514|5_514ms	- 3 - v - 3*A^(2) - 3*A^(2)*v - A^(2)*v^(2) - 4*A^(4)*v + A^(6) + A^(6)*v + 3*A^(8)*v - A^(12)*v
5_514s|5_514m	- A^(-12)*v + 3*A^(-8)*v + A^(-6) + A^(-6)*v - 4*A^(-4)*v - 3*A^(-2) - 3*A^(-2)*v - A^(-2)*v^(2) - 3 - v
5_515|5_515ms|5_751|5_751ms	- A^(10)*v - A^(12) - 2*A^(12)*v - A^(14) - A^(14)*v^(2) + A^(16)*v + A^(18) + A^(18)*v^(2) - A^(20)*v - A^(22) - A^(22)*v^(2) + A^(26)
5_515s|5_515m|5_751s|5_751m	+ A^(-26) - A^(-22) - A^(-22)*v^(2) - A^(-20)*v + A^(-18) + A^(-18)*v^(2) + A^(-16)*v - A^(-14) - A^(-14)*v^(2) - A^(-12) - 2*A^(-12)*v - A^(-10)*v
5_516|5_516ms|5_752|5_752ms	- A^(4) - 2*A^(6) - A^(6)*v - 2*A^(8)*v + A^(10) + 2*A^(12)*v - A^(14) - 2*A^(16)*v + A^(20)*v
5_516s|5_516m|5_752s|5_752m	+ A^(-20)*v - 2*A^(-16)*v - A^(-14) + 2*A^(-12)*v + A^(-10) - 2*A^(-8)*v - 2*A^(-6) - A^(-6)*v - A^(-4)
5_517|5_517ms	- 1 - 2*v - A^(2) - 3*A^(2)*v - A^(2)*v^(2) - A^(4) - A^(4)*v^(2) + A^(6) + 2*A^(6)*v + 2*A^(8) + A^(8)*v^(2) - A^(12)
5_517s|5_517m	- A^(-12) + 2*A^(-8) + A^(-8)*v^(2) + A^(-6) + 2*A^(-6)*v - A^(-4) - A^(-4)*v^(2) - A^(-2) - 3*A^(-2)*v - A^(-2)*v^(2) - 1 - 2*v
5_518|5_518ms	- 2*A^(-6) - A^(-6)*v - 2*A^(-4) - 2*A^(-4)*v - A^(-4)*v^(2) - 2*A^(-2)*v + 1 + v + v^(2) + 3*A^(2)*v - A^(6)*v
5_518s|5_518m	- A^(-6)*v + 3*A^(-2)*v + 1 + v + v^(2) - 2*A^(2)*v - 2*A^(4) - 2*A^(4)*v - A^(4)*v^(2) - 2*A^(6) - A^(6)*v
5_519|5_519ms	+ A^(-2) + A^(-2)*v + 1 + v - 2*A^(2)*v - 2*A^(4) - 3*A^(4)*v - 2*A^(6) - A^(6)*v^(2) + A^(10)
5_519s|5_519m	+ A^(-10) - 2*A^(-6) - A^(-6)*v^(2) - 2*A^(-4) - 3*A^(-4)*v - 2*A^(-2)*v + 1 + v + A^(2) + A^(2)*v
5_520|5_520ms	+ A^(-8) + A^(-8)*v + A^(-6)*v + A^(-6)*v^(2) - 2*A^(-4) - 2*A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) - 3*v + A^(4)*v
5_520s|5_520m	+ A^(-4)*v - 3*v - 2*A^(2) - 2*A^(2)*v - A^(2)*v^(2) - 2*A^(4) + A^(6)*v + A^(6)*v^(2) + A^(8) + A^(8)*v
5_521|5_521ms|5_757|5_757ms	- A^(6)*v - A^(8) - A^(8)*v - A^(10) + A^(10)*v + A^(12) + A^(12)*v + A^(14) - A^(14)*v - A^(16) - 2*A^(16)*v - A^(18) - A^(18)*v^(2) + A^(22)
5_521s|5_521m|5_757s|5_757m	+ A^(-22) - A^(-18) - A^(-18)*v^(2) - A^(-16) - 2*A^(-16)*v + A^(-14) - A^(-14)*v + A^(-12) + A^(-12)*v - A^(-10) + A^(-10)*v - A^(-8) - A^(-8)*v - A^(-6)*v
5_522|5_522ms|5_758|5_758ms	- 1 - A^(2) - A^(2)*v + A^(4) - A^(4)*v + A^(6) + A^(6)*v - A^(8) + A^(8)*v - 2*A^(10) - A^(10)*v - 2*A^(12)*v + A^(16)*v
5_522s|5_522m|5_758s|5_758m	+ A^(-16)*v - 2*A^(-12)*v - 2*A^(-10) - A^(-10)*v - A^(-8) + A^(-8)*v + A^(-6) + A^(-6)*v + A^(-4) - A^(-4)*v - A^(-2) - A^(-2)*v - 1
5_523|5_523ms|5_781|5_781ms	- A^(6)*v - A^(8)*v + 2*A^(10)*v + A^(12) + 2*A^(12)*v + A^(14) - 2*A^(14)*v - 2*A^(16) - 3*A^(16)*v - 2*A^(18) - A^(18)*v^(2) + A^(22)
5_523s|5_523m|5_781s|5_781m	+ A^(-22) - 2*A^(-18) - A^(-18)*v^(2) - 2*A^(-16) - 3*A^(-16)*v + A^(-14) - 2*A^(-14)*v + A^(-12) + 2*A^(-12)*v + 2*A^(-10)*v - A^(-8)*v - A^(-6)*v
5_524|5_524ms|5_782|5_782ms	- 1 - A^(2) + A^(4) + A^(4)*v^(2) + A^(6) + A^(6)*v + A^(6)*v^(2) - A^(8) + A^(8)*v - A^(8)*v^(2) - 2*A^(10) - 2*A^(10)*v - A^(10)*v^(2) - 3*A^(12)*v + A^(16)*v
5_524s|5_524m|5_782s|5_782m	+ A^(-16)*v - 3*A^(-12)*v - 2*A^(-10) - 2*A^(-10)*v - A^(-10)*v^(2) - A^(-8) + A^(-8)*v - A^(-8)*v^(2) + A^(-6) + A^(-6)*v + A^(-6)*v^(2) + A^(-4) + A^(-4)*v^(2) - A^(-2) - 1
5_525|5_525ms	+ A^(-4)*v - 3*v - 2*A^(2) - 3*A^(2)*v - A^(2)*v^(2) - 2*A^(4) - A^(4)*v - A^(4)*v^(2) + A^(8)
5_525s|5_525m	+ A^(-8) - 2*A^(-4) - A^(-4)*v - A^(-4)*v^(2) - 2*A^(-2) - 3*A^(-2)*v - A^(-2)*v^(2) - 3*v + A^(4)*v
5_526|5_526ms	+ A^(-10) - 2*A^(-6) - A^(-6)*v^(2) - 3*A^(-4) - 3*A^(-4)*v - A^(-2) - 3*A^(-2)*v + A^(2)*v
5_526s|5_526m	+ A^(-2)*v - A^(2) - 3*A^(2)*v - 3*A^(4) - 3*A^(4)*v - 2*A^(6) - A^(6)*v^(2) + A^(10)
5_527|5_527ms	- A^(6)*v + 3*A^(10)*v + A^(12) + A^(12)*v^(2) - 3*A^(14)*v - 3*A^(16) - 2*A^(16)*v - A^(16)*v^(2) - A^(18) - A^(18)*v^(2) + A^(20) + A^(22)
5_527s|5_527m	+ A^(-22) + A^(-20) - A^(-18) - A^(-18)*v^(2) - 3*A^(-16) - 2*A^(-16)*v - A^(-16)*v^(2) - 3*A^(-14)*v + A^(-12) + A^(-12)*v^(2) + 3*A^(-10)*v - A^(-6)*v
5_528|5_528ms	- 1 + 2*A^(4) + A^(4)*v^(2) + 2*A^(6)*v - 2*A^(8) - A^(8)*v^(2) - 2*A^(10) - 4*A^(10)*v - 2*A^(12)*v + A^(14)*v + A^(16)*v
5_528s|5_528m	+ A^(-16)*v + A^(-14)*v - 2*A^(-12)*v - 2*A^(-10) - 4*A^(-10)*v - 2*A^(-8) - A^(-8)*v^(2) + 2*A^(-6)*v + 2*A^(-4) + A^(-4)*v^(2) - 1
5_529|5_529ms	- A^(6)*v + 2*A^(10)*v + A^(12)*v^(2) - 3*A^(14)*v - A^(16) - 2*A^(16)*v^(2) + A^(18)*v + A^(20) + A^(20)*v^(2) - A^(24)
5_529s|5_529m	- A^(-24) + A^(-20) + A^(-20)*v^(2) + A^(-18)*v - A^(-16) - 2*A^(-16)*v^(2) - 3*A^(-14)*v + A^(-12)*v^(2) + 2*A^(-10)*v - A^(-6)*v
5_530|5_530ms	- 1 + A^(4) + A^(4)*v^(2) + A^(6)*v - A^(8) - 2*A^(8)*v^(2) - 2*A^(10)*v - A^(10)*v^(3) + A^(12)*v^(2) + A^(14)*v + A^(14)*v^(3) - A^(18)*v
5_530s|5_530m	- A^(-18)*v + A^(-14)*v + A^(-14)*v^(3) + A^(-12)*v^(2) - 2*A^(-10)*v - A^(-10)*v^(3) - A^(-8) - 2*A^(-8)*v^(2) + A^(-6)*v + A^(-4) + A^(-4)*v^(2) - 1
5_531|5_531ms	+ A^(2)*v - A^(6)*v - A^(6)*v^(3) - 2*A^(8)*v^(2) + 2*A^(10)*v + A^(12) + 2*A^(12)*v^(2) - A^(16) - A^(16)*v^(2) + A^(20)
5_531s|5_531m	+ A^(-20) - A^(-16) - A^(-16)*v^(2) + A^(-12) + 2*A^(-12)*v^(2) + 2*A^(-10)*v - 2*A^(-8)*v^(2) - A^(-6)*v - A^(-6)*v^(3) + A^(-2)*v
5_532|5_532ms	+ A^(-4) - 1 - v^(2) - 2*A^(2)*v + A^(4) + A^(4)*v^(2) + 3*A^(6)*v - 2*A^(10)*v + A^(14)*v
5_532s|5_532m	+ A^(-14)*v - 2*A^(-10)*v + 3*A^(-6)*v + A^(-4) + A^(-4)*v^(2) - 2*A^(-2)*v - 1 - v^(2) + A^(4)
5_533|5_533ms	- A^(8) + A^(8)*v^(2) + A^(12) - 2*A^(12)*v^(2) - A^(14)*v^(3) - A^(16) + A^(16)*v^(2) + A^(18)*v^(3) - A^(22)*v
5_533s|5_533m	- A^(-22)*v + A^(-18)*v^(3) - A^(-16) + A^(-16)*v^(2) - A^(-14)*v^(3) + A^(-12) - 2*A^(-12)*v^(2) - A^(-8) + A^(-8)*v^(2)
5_534|5_534ms	+ A^(-2)*v - A^(2)*v^(3) + A^(4) - 2*A^(4)*v^(2) + A^(6)*v - A^(8) + 2*A^(8)*v^(2) + A^(12) - A^(12)*v^(2)
5_534s|5_534m	+ A^(-12) - A^(-12)*v^(2) - A^(-8) + 2*A^(-8)*v^(2) + A^(-6)*v + A^(-4) - 2*A^(-4)*v^(2) - A^(-2)*v^(3) + A^(2)*v
5_535|5_535ms	- A^(-4) + A^(-4)*v^(2) + 2 - 3*v^(2) + 2*A^(2) - A^(2)*v - 2*A^(2)*v^(2) - A^(2)*v^(3) - A^(4)*v^(3) + A^(6)*v + A^(8)*v
5_535s|5_535m	+ A^(-8)*v + A^(-6)*v - A^(-4)*v^(3) + 2*A^(-2) - A^(-2)*v - 2*A^(-2)*v^(2) - A^(-2)*v^(3) + 2 - 3*v^(2) - A^(4) + A^(4)*v^(2)
5_536|5_536ms	+ A^(-14)*v - A^(-10)*v - A^(-10)*v^(3) + 2*A^(-8) - 2*A^(-8)*v - 3*A^(-8)*v^(2) + A^(-6) - 2*A^(-6)*v^(2) - A^(-4) + A^(-4)*v^(2) - A^(-2) + A^(-2)*v^(2)
5_536s|5_536m	- A^(2) + A^(2)*v^(2) - A^(4) + A^(4)*v^(2) + A^(6) - 2*A^(6)*v^(2) + 2*A^(8) - 2*A^(8)*v - 3*A^(8)*v^(2) - A^(10)*v - A^(10)*v^(3) + A^(14)*v
5_537|5_537ms	- A^(-6)*v + 3*A^(-2)*v + 2*v + v^(2) - 3*A^(2)*v + A^(2)*v^(2) - 2*A^(4) - 2*A^(4)*v - A^(4)*v^(2) - A^(6) - A^(6)*v^(2) + A^(8) + A^(10)
5_537s|5_537m	+ A^(-10) + A^(-8) - A^(-6) - A^(-6)*v^(2) - 2*A^(-4) - 2*A^(-4)*v - A^(-4)*v^(2) - 3*A^(-2)*v + A^(-2)*v^(2) + 2*v + v^(2) + 3*A^(2)*v - A^(6)*v
5_538|5_538ms	- A^(-12) + 2*A^(-8) + A^(-8)*v^(2) + 2*A^(-6) + A^(-6)*v + A^(-4)*v - 3*A^(-4)*v^(2) - 2*A^(-2)*v - 2*A^(-2)*v^(2) - A^(-2)*v^(3) - v - v^(3) + A^(2)*v + A^(4)*v
5_538s|5_538m	+ A^(-4)*v + A^(-2)*v - v - v^(3) - 2*A^(2)*v - 2*A^(2)*v^(2) - A^(2)*v^(3) + A^(4)*v - 3*A^(4)*v^(2) + 2*A^(6) + A^(6)*v + 2*A^(8) + A^(8)*v^(2) - A^(12)
5_539|5_539ms	+ A^(-10)*v - 2*A^(-6)*v - A^(-6)*v^(3) - 2*A^(-4)*v - 3*A^(-4)*v^(2) + A^(-2)*v - 2*A^(-2)*v^(2) + 2 + v^(2) + A^(2) + A^(2)*v^(2) - A^(4) - A^(6)
5_539s|5_539m	- A^(-6) - A^(-4) + A^(-2) + A^(-2)*v^(2) + 2 + v^(2) + A^(2)*v - 2*A^(2)*v^(2) - 2*A^(4)*v - 3*A^(4)*v^(2) - 2*A^(6)*v - A^(6)*v^(3) + A^(10)*v
5_540|5_540ms	+ A^(-16) - 2*A^(-12) - A^(-12)*v^(2) - 2*A^(-10) - 3*A^(-10)*v - 2*A^(-8)*v + A^(-8)*v^(2) + 3*A^(-6)*v + 2*A^(-4)*v - A^(-2)*v - v
5_540s|5_540m	- v - A^(2)*v + 2*A^(4)*v + 3*A^(6)*v - 2*A^(8)*v + A^(8)*v^(2) - 2*A^(10) - 3*A^(10)*v - 2*A^(12) - A^(12)*v^(2) + A^(16)
5_541|5_541ms	- A^(-6)*v + 3*A^(-2)*v + 1 - 2*A^(2)*v - A^(2)*v^(3) - A^(4) - 2*A^(4)*v^(2) + 2*A^(6)*v + 2*A^(8) + A^(8)*v^(2) - A^(12)
5_541s|5_541m	- A^(-12) + 2*A^(-8) + A^(-8)*v^(2) + 2*A^(-6)*v - A^(-4) - 2*A^(-4)*v^(2) - 2*A^(-2)*v - A^(-2)*v^(3) + 1 + 3*A^(2)*v - A^(6)*v
5_542|5_542ms	- A^(-12) + 2*A^(-8) + A^(-8)*v^(2) + A^(-6)*v - A^(-4) - 2*A^(-4)*v^(2) - 3*A^(-2)*v + 1 + v^(2) + 3*A^(2)*v - A^(6)*v
