0_1	+ 1
2_2*3_1m	- A^(-18)*m1 - A^(-16) - A^(-16)*p1 + A^(-12) + A^(-12)*p1 + A^(-10)*m1 + A^(-6)*m1 + A^(-4) + A^(-4)*p1 + A^(-2)*m1
2_2s*3_1m	- A^(-18)*w1 - A^(-16) - A^(-16)*q1 + A^(-12) + A^(-12)*q1 + A^(-10)*w1 + A^(-6)*w1 + A^(-4) + A^(-4)*q1 + A^(-2)*w1
2_2*3_2	+ A^(-10)*m1 + A^(-8) + A^(-8)*p1 - A^(-4) - A^(-4)*p1 - A^(-4)*m2 - A^(-2)*p2 - A^(-2)*m1 + 1 + p1 + A^(2)*p2 + 2*A^(2)*m1 + A^(4)*m2
2_2*3_2ms	+ A^(-10)*m1 + A^(-8) + A^(-8)*p1 - 2*A^(-4) - A^(-4)*p1 - A^(-2)*w1 - A^(-2)*v + 1 + p1 + A^(2)*w1 + A^(2)*v + A^(2)*m1 + A^(4)
2_2*3_2s	+ A^(-4) + A^(-2)*w1 + A^(-2)*v + A^(-2)*m1 + 1 + p1 - A^(2)*w1 - A^(2)*v - 2*A^(4) - A^(4)*p1 + A^(8) + A^(8)*p1 + A^(10)*m1
2_2s*3_2	+ A^(-10)*w1 + A^(-8) + A^(-8)*q1 - 2*A^(-4) - A^(-4)*q1 - A^(-2)*v - A^(-2)*m1 + 1 + q1 + A^(2)*w1 + A^(2)*v + A^(2)*m1 + A^(4)
2_2s*3_2ms	+ A^(-10)*w1 + A^(-8) + A^(-8)*q1 - A^(-4) - A^(-4)*w2 - A^(-4)*q1 - A^(-2)*w1 - A^(-2)*q2 + 1 + q1 + 2*A^(2)*w1 + A^(2)*q2 + A^(4)*w2
2_2s*3_2s	+ A^(-4)*w2 + 2*A^(-2)*w1 + A^(-2)*q2 + 1 + q1 - A^(2)*w1 - A^(2)*q2 - A^(4) - A^(4)*w2 - A^(4)*q1 + A^(8) + A^(8)*q1 + A^(10)*w1
2_2*3_2m	+ A^(-4)*m2 + A^(-2)*p2 + 2*A^(-2)*m1 + 1 + p1 - A^(2)*p2 - A^(2)*m1 - A^(4) - A^(4)*p1 - A^(4)*m2 + A^(8) + A^(8)*p1 + A^(10)*m1
2_2s*3_2m	+ A^(-4) + A^(-2)*w1 + A^(-2)*v + A^(-2)*m1 + 1 + q1 - A^(2)*v - A^(2)*m1 - 2*A^(4) - A^(4)*q1 + A^(8) + A^(8)*q1 + A^(10)*w1
2_3*3_1	- A^(8) + A^(8)*v^(2) + A^(10)*v - A^(16) + A^(16)*v^(2) + A^(18)*v + A^(20) - A^(20)*v^(2) - A^(22)*v
2_3*3_1m	+ A^(-12) - A^(-12)*v^(2) - A^(-10)*v - A^(-8) + A^(-8)*v^(2) + A^(-6)*v - 1 + v^(2) + A^(2)*v
2_3m*3_1	+ A^(-2)*v - 1 + v^(2) + A^(6)*v - A^(8) + A^(8)*v^(2) - A^(10)*v + A^(12) - A^(12)*v^(2)
2_3m*3_1m	- A^(-22)*v + A^(-20) - A^(-20)*v^(2) + A^(-18)*v - A^(-16) + A^(-16)*v^(2) + A^(-10)*v - A^(-8) + A^(-8)*v^(2)
2_4*3_1	+ A^(8) + 2*A^(10)*m1 + A^(12)*p1 + A^(16) + 2*A^(18)*m1 - A^(20) + A^(20)*p1 - 2*A^(22)*m1 - A^(24)*p1
2_4ms*3_1	+ A^(8) + 2*A^(10)*w1 + A^(12)*q1 + A^(16) + 2*A^(18)*w1 - A^(20) + A^(20)*q1 - 2*A^(22)*w1 - A^(24)*q1
2_4s*3_1	+ A^(-4)*q1 + 2*A^(-2)*w1 + 1 + A^(4)*q1 + 2*A^(6)*w1 + A^(8) - A^(8)*q1 - 2*A^(10)*w1 - A^(12)
2_4*3_1m	- A^(-12) - 2*A^(-10)*m1 + A^(-8) - A^(-8)*p1 + 2*A^(-6)*m1 + A^(-4)*p1 + 1 + 2*A^(2)*m1 + A^(4)*p1
2_4ms*3_1m	- A^(-12) - 2*A^(-10)*w1 + A^(-8) - A^(-8)*q1 + 2*A^(-6)*w1 + A^(-4)*q1 + 1 + 2*A^(2)*w1 + A^(4)*q1
2_4s*3_1m	- A^(-24)*q1 - 2*A^(-22)*w1 - A^(-20) + A^(-20)*q1 + 2*A^(-18)*w1 + A^(-16) + A^(-12)*q1 + 2*A^(-10)*w1 + A^(-8)
2_4*3_2	+ A^(-4) + 2*A^(-2)*m1 - 1 + p1 - 3*A^(2)*m1 + A^(4) - A^(4)*p1 - 2*A^(4)*m2 - A^(6)*p2 + 3*A^(6)*m1 + A^(8)*p1 + 2*A^(8)*m2 + A^(10)*p2
2_4*3_2ms	+ A^(-4) + 2*A^(-2)*m1 - 1 + p1 - A^(2)*w1 - 2*A^(2)*m1 - A^(4) - A^(4)*p1 + A^(6)*w1 - A^(6)*v + 2*A^(6)*m1 + 2*A^(8) + A^(8)*p1 + A^(10)*v
2_4*3_2s	+ A^(2)*w1 + 3*A^(4) - A^(6)*w1 + A^(6)*v + 2*A^(6)*m1 - 3*A^(8) + A^(8)*p1 - A^(10)*v - 2*A^(10)*m1 + A^(12) - A^(12)*p1 + 2*A^(14)*m1 + A^(16)*p1
2_4ms*3_2	+ A^(-4) + 2*A^(-2)*w1 - 1 + q1 - 2*A^(2)*w1 - A^(2)*m1 - A^(4) - A^(4)*q1 + 2*A^(6)*w1 - A^(6)*v + A^(6)*m1 + 2*A^(8) + A^(8)*q1 + A^(10)*v
2_4ms*3_2ms	+ A^(-4) + 2*A^(-2)*w1 - 1 + q1 - 3*A^(2)*w1 + A^(4) - 2*A^(4)*w2 - A^(4)*q1 + 3*A^(6)*w1 - A^(6)*q2 + 2*A^(8)*w2 + A^(8)*q1 + A^(10)*q2
2_4ms*3_2s	+ A^(2)*w1 + A^(4) + 2*A^(4)*w2 + A^(6)*w1 + A^(6)*q2 - A^(8) - 2*A^(8)*w2 + A^(8)*q1 - 2*A^(10)*w1 - A^(10)*q2 + A^(12) - A^(12)*q1 + 2*A^(14)*w1 + A^(16)*q1
2_4s*3_2	+ A^(-16)*q1 + 2*A^(-14)*w1 + A^(-12) - A^(-12)*q1 - 2*A^(-10)*w1 - A^(-10)*v - 3*A^(-8) + A^(-8)*q1 + 2*A^(-6)*w1 + A^(-6)*v - A^(-6)*m1 + 3*A^(-4) + A^(-2)*m1
2_4s*3_2ms	+ A^(-16)*q1 + 2*A^(-14)*w1 + A^(-12) - A^(-12)*q1 - 2*A^(-10)*w1 - A^(-10)*q2 - A^(-8) - 2*A^(-8)*w2 + A^(-8)*q1 + A^(-6)*w1 + A^(-6)*q2 + A^(-4) + 2*A^(-4)*w2 + A^(-2)*w1
2_4s*3_2s	+ A^(-10)*q2 + 2*A^(-8)*w2 + A^(-8)*q1 + 3*A^(-6)*w1 - A^(-6)*q2 + A^(-4) - 2*A^(-4)*w2 - A^(-4)*q1 - 3*A^(-2)*w1 - 1 + q1 + 2*A^(2)*w1 + A^(4)
2_4*3_2m	+ A^(2)*m1 + A^(4) + 2*A^(4)*m2 + A^(6)*p2 + A^(6)*m1 - A^(8) + A^(8)*p1 - 2*A^(8)*m2 - A^(10)*p2 - 2*A^(10)*m1 + A^(12) - A^(12)*p1 + 2*A^(14)*m1 + A^(16)*p1
2_4ms*3_2m	+ A^(2)*m1 + 3*A^(4) + 2*A^(6)*w1 + A^(6)*v - A^(6)*m1 - 3*A^(8) + A^(8)*q1 - 2*A^(10)*w1 - A^(10)*v + A^(12) - A^(12)*q1 + 2*A^(14)*w1 + A^(16)*q1
2_4s*3_2m	+ A^(-10)*v + 2*A^(-8) + A^(-8)*q1 + 2*A^(-6)*w1 - A^(-6)*v + A^(-6)*m1 - A^(-4) - A^(-4)*q1 - 2*A^(-2)*w1 - A^(-2)*m1 - 1 + q1 + 2*A^(2)*w1 + A^(4)
2_4m*3_1	+ A^(-4)*p1 + 2*A^(-2)*m1 + 1 + A^(4)*p1 + 2*A^(6)*m1 + A^(8) - A^(8)*p1 - 2*A^(10)*m1 - A^(12)
2_4m*3_1m	- A^(-24)*p1 - 2*A^(-22)*m1 - A^(-20) + A^(-20)*p1 + 2*A^(-18)*m1 + A^(-16) + A^(-12)*p1 + 2*A^(-10)*m1 + A^(-8)
2_4m*3_2	+ A^(-16)*p1 + 2*A^(-14)*m1 + A^(-12) - A^(-12)*p1 - A^(-10)*p2 - 2*A^(-10)*m1 - A^(-8) + A^(-8)*p1 - 2*A^(-8)*m2 + A^(-6)*p2 + A^(-6)*m1 + A^(-4) + 2*A^(-4)*m2 + A^(-2)*m1
2_4m*3_2ms	+ A^(-16)*p1 + 2*A^(-14)*m1 + A^(-12) - A^(-12)*p1 - A^(-10)*v - 2*A^(-10)*m1 - 3*A^(-8) + A^(-8)*p1 - A^(-6)*w1 + A^(-6)*v + 2*A^(-6)*m1 + 3*A^(-4) + A^(-2)*w1
2_4m*3_2s	+ A^(-10)*v + 2*A^(-8) + A^(-8)*p1 + A^(-6)*w1 - A^(-6)*v + 2*A^(-6)*m1 - A^(-4) - A^(-4)*p1 - A^(-2)*w1 - 2*A^(-2)*m1 - 1 + p1 + 2*A^(2)*m1 + A^(4)
2_4m*3_2m	+ A^(-10)*p2 + A^(-8)*p1 + 2*A^(-8)*m2 - A^(-6)*p2 + 3*A^(-6)*m1 + A^(-4) - A^(-4)*p1 - 2*A^(-4)*m2 - 3*A^(-2)*m1 - 1 + p1 + 2*A^(2)*m1 + A^(4)
2_5*3_1	- A^(6)*v + A^(10)*v + A^(12) - A^(14)*v + 2*A^(18)*v + A^(20) - A^(22)*v - A^(24)
2_5*3_1m	+ A^(-14)*v - 2*A^(-10)*v - A^(-8) + A^(-6)*v + A^(-4) - A^(-2)*v + A^(2)*v + A^(4)
2_5m*3_1	+ A^(-4) + A^(-2)*v - A^(2)*v + A^(4) + A^(6)*v - A^(8) - 2*A^(10)*v + A^(14)*v
2_5m*3_1m	- A^(-24) - A^(-22)*v + A^(-20) + 2*A^(-18)*v - A^(-14)*v + A^(-12) + A^(-10)*v - A^(-6)*v
2_6*3_1	- 1 + A^(4)*v^(2) + A^(6)*v - A^(8) + A^(12) + A^(12)*v^(2) + A^(14)*v - A^(16)*v^(2) - A^(18)*v
2_6*3_1m	+ A^(-20) - A^(-16) - A^(-16)*v^(2) - A^(-14)*v + A^(-12)*v^(2) + A^(-10)*v - A^(-8) + A^(-4)*v^(2) + A^(-2)*v
2_6m*3_1	+ A^(2)*v + A^(4)*v^(2) - A^(8) + A^(10)*v + A^(12)*v^(2) - A^(14)*v - A^(16) - A^(16)*v^(2) + A^(20)
2_6m*3_1m	- A^(-18)*v - A^(-16)*v^(2) + A^(-14)*v + A^(-12) + A^(-12)*v^(2) - A^(-8) + A^(-6)*v + A^(-4)*v^(2) - 1
6_1	+ A^(-8) - A^(-4) + 2 - 2*A^(4) + A^(8) - A^(12) + A^(16)
6_1m	+ A^(-16) - A^(-12) + A^(-8) - 2*A^(-4) + 2 - A^(4) + A^(8)
6_2	+ A^(-4) - 1 + 2*A^(4) - 2*A^(8) + 2*A^(12) - 2*A^(16) + A^(20)
6_2m	+ A^(-20) - 2*A^(-16) + 2*A^(-12) - 2*A^(-8) + 2*A^(-4) - 1 + A^(4)
6_3	- A^(-12) + 2*A^(-8) - 2*A^(-4) + 3 - 2*A^(4) + 2*A^(8) - A^(12)
6_4	- A^(2)*m1 + A^(4) - A^(4)*m2 + 2*A^(6)*m1 + 2*A^(8)*m2 + A^(10)*m3 - A^(10)*m1 - A^(12)*m2 - A^(14)*m3
6_4ms	- A^(2)*w1 + A^(4) - A^(4)*w2 + 2*A^(6)*w1 + 2*A^(8)*w2 + A^(10)*w3 - A^(10)*w1 - A^(12)*w2 - A^(14)*w3
6_4s	- A^(-14)*w3 - A^(-12)*w2 + A^(-10)*w3 - A^(-10)*w1 + 2*A^(-8)*w2 + 2*A^(-6)*w1 + A^(-4) - A^(-4)*w2 - A^(-2)*w1
6_4m	- A^(-14)*m3 - A^(-12)*m2 + A^(-10)*m3 - A^(-10)*m1 + 2*A^(-8)*m2 + 2*A^(-6)*m1 + A^(-4) - A^(-4)*m2 - A^(-2)*m1
6_5	- A^(6)*m1 + A^(8) - A^(8)*m2 + 3*A^(10)*m1 + 3*A^(12)*m2 + A^(14)*m3 - 2*A^(14)*m1 - 3*A^(16)*m2 - A^(18)*m3 + A^(20)*m2
6_5ms	- A^(6)*w1 + A^(8) - A^(8)*w2 + 3*A^(10)*w1 + 3*A^(12)*w2 + A^(14)*w3 - 2*A^(14)*w1 - 3*A^(16)*w2 - A^(18)*w3 + A^(20)*w2
6_5s	+ A^(-20)*w2 - A^(-18)*w3 - 3*A^(-16)*w2 + A^(-14)*w3 - 2*A^(-14)*w1 + 3*A^(-12)*w2 + 3*A^(-10)*w1 + A^(-8) - A^(-8)*w2 - A^(-6)*w1
6_5m	+ A^(-20)*m2 - A^(-18)*m3 - 3*A^(-16)*m2 + A^(-14)*m3 - 2*A^(-14)*m1 + 3*A^(-12)*m2 + 3*A^(-10)*m1 + A^(-8) - A^(-8)*m2 - A^(-6)*m1
6_6	- A^(6)*m1 + A^(8) - A^(8)*m2 + 2*A^(10)*m1 + 3*A^(12)*m2 + A^(14)*m3 - A^(14)*m1 - 2*A^(16)*m2 - A^(18)*m3
6_6ms	- A^(6)*w1 + A^(8) - A^(8)*w2 + 2*A^(10)*w1 + 3*A^(12)*w2 + A^(14)*w3 - A^(14)*w1 - 2*A^(16)*w2 - A^(18)*w3
6_6s	- A^(-18)*w3 - 2*A^(-16)*w2 + A^(-14)*w3 - A^(-14)*w1 + 3*A^(-12)*w2 + 2*A^(-10)*w1 + A^(-8) - A^(-8)*w2 - A^(-6)*w1
6_6m	- A^(-18)*m3 - 2*A^(-16)*m2 + A^(-14)*m3 - A^(-14)*m1 + 3*A^(-12)*m2 + 2*A^(-10)*m1 + A^(-8) - A^(-8)*m2 - A^(-6)*m1
6_7	+ A^(12) + A^(14)*m1 + A^(16)*m2 + A^(18)*m3 - A^(18)*m1 - A^(20)*m2 - A^(22)*m3
6_7ms	+ A^(12) + A^(14)*w1 + A^(16)*w2 + A^(18)*w3 - A^(18)*w1 - A^(20)*w2 - A^(22)*w3
6_7s	- A^(-22)*w3 - A^(-20)*w2 + A^(-18)*w3 - A^(-18)*w1 + A^(-16)*w2 + A^(-14)*w1 + A^(-12)
6_7m	- A^(-22)*m3 - A^(-20)*m2 + A^(-18)*m3 - A^(-18)*m1 + A^(-16)*m2 + A^(-14)*m1 + A^(-12)
6_8	+ A^(-22)*w1 + A^(-20) - 2*A^(-18)*w1 - 3*A^(-16) + A^(-14)*w1 - A^(-14)*m1 + 3*A^(-12) + A^(-10)*m1 - A^(-8) + A^(-4)
6_8ms	+ A^(-22)*m1 + A^(-20) - 2*A^(-18)*m1 - 3*A^(-16) - A^(-14)*w1 + A^(-14)*m1 + 3*A^(-12) + A^(-10)*w1 - A^(-8) + A^(-4)
6_8s	+ A^(4) - A^(8) + A^(10)*w1 + 3*A^(12) - A^(14)*w1 + A^(14)*m1 - 3*A^(16) - 2*A^(18)*m1 + A^(20) + A^(22)*m1
6_8m	+ A^(4) - A^(8) + A^(10)*m1 + 3*A^(12) + A^(14)*w1 - A^(14)*m1 - 3*A^(16) - 2*A^(18)*w1 + A^(20) + A^(22)*w1
6_9	- A^(-10)*m1 + A^(-6)*m1 - A^(-2)*m1 + 1 + 2*A^(2)*m1 + A^(4)*m2 - A^(6)*m1 - A^(8)*m2
6_9ms	- A^(-10)*w1 + A^(-6)*w1 - A^(-2)*w1 + 1 + 2*A^(2)*w1 + A^(4)*w2 - A^(6)*w1 - A^(8)*w2
6_9s	- A^(-8)*w2 - A^(-6)*w1 + A^(-4)*w2 + 2*A^(-2)*w1 + 1 - A^(2)*w1 + A^(6)*w1 - A^(10)*w1
6_9m	- A^(-8)*m2 - A^(-6)*m1 + A^(-4)*m2 + 2*A^(-2)*m1 + 1 - A^(2)*m1 + A^(6)*m1 - A^(10)*m1
6_10	- A^(-6)*m1 + A^(-4) + 2*A^(-2)*m1 - 1 + m2 - 3*A^(2)*m1 + A^(4) - 2*A^(4)*m2 + 3*A^(6)*m1 + 2*A^(8)*m2 - A^(10)*m1 - A^(12)*m2
6_10ms	- A^(-6)*w1 + A^(-4) + 2*A^(-2)*w1 - 1 + w2 - 3*A^(2)*w1 + A^(4) - 2*A^(4)*w2 + 3*A^(6)*w1 + 2*A^(8)*w2 - A^(10)*w1 - A^(12)*w2
6_10s	- A^(-12)*w2 - A^(-10)*w1 + 2*A^(-8)*w2 + 3*A^(-6)*w1 + A^(-4) - 2*A^(-4)*w2 - 3*A^(-2)*w1 - 1 + w2 + 2*A^(2)*w1 + A^(4) - A^(6)*w1
6_10m	- A^(-12)*m2 - A^(-10)*m1 + 2*A^(-8)*m2 + 3*A^(-6)*m1 + A^(-4) - 2*A^(-4)*m2 - 3*A^(-2)*m1 - 1 + m2 + 2*A^(2)*m1 + A^(4) - A^(6)*m1
6_11	- A^(2)*w1 + 2*A^(6)*w1 + 2*A^(8) - A^(10)*w1 + A^(10)*m1 - A^(12) - A^(14)*m1
6_11ms	- A^(2)*m1 + 2*A^(6)*m1 + 2*A^(8) + A^(10)*w1 - A^(10)*m1 - A^(12) - A^(14)*w1
6_11s	- A^(-14)*w1 - A^(-12) + A^(-10)*w1 - A^(-10)*m1 + 2*A^(-8) + 2*A^(-6)*m1 - A^(-2)*m1
6_11m	- A^(-14)*m1 - A^(-12) - A^(-10)*w1 + A^(-10)*m1 + 2*A^(-8) + 2*A^(-6)*w1 - A^(-2)*w1
6_12	+ A^(12) + A^(14)*m1 + A^(16)*m2 - A^(20)*m2 - A^(22)*m1
6_12ms	+ A^(12) + A^(14)*w1 + A^(16)*w2 - A^(20)*w2 - A^(22)*w1
6_12s	- A^(-22)*w1 - A^(-20)*w2 + A^(-16)*w2 + A^(-14)*w1 + A^(-12)
6_12m	- A^(-22)*m1 - A^(-20)*m2 + A^(-16)*m2 + A^(-14)*m1 + A^(-12)
6_13	+ A^(8) + 2*A^(10)*m1 - A^(12) + A^(12)*m2 - 3*A^(14)*m1 + A^(16) - 2*A^(16)*m2 + 2*A^(18)*m1 + 2*A^(20)*m2 - A^(22)*m1 - A^(24)*m2
6_13ms	+ A^(8) + 2*A^(10)*w1 - A^(12) + A^(12)*w2 - 3*A^(14)*w1 + A^(16) - 2*A^(16)*w2 + 2*A^(18)*w1 + 2*A^(20)*w2 - A^(22)*w1 - A^(24)*w2
6_13s	- A^(-24)*w2 - A^(-22)*w1 + 2*A^(-20)*w2 + 2*A^(-18)*w1 + A^(-16) - 2*A^(-16)*w2 - 3*A^(-14)*w1 - A^(-12) + A^(-12)*w2 + 2*A^(-10)*w1 + A^(-8)
6_13m	- A^(-24)*m2 - A^(-22)*m1 + 2*A^(-20)*m2 + 2*A^(-18)*m1 + A^(-16) - 2*A^(-16)*m2 - 3*A^(-14)*m1 - A^(-12) + A^(-12)*m2 + 2*A^(-10)*m1 + A^(-8)
6_14	- m2 - A^(2)*m1 + A^(4) + 2*A^(4)*m2 + A^(6)*m3 + 3*A^(6)*m1 - A^(10)*m3 - 3*A^(10)*m1 - 2*A^(12)*m2 + A^(14)*m1 + A^(16)*m2
6_14ms	- w2 - A^(2)*w1 + A^(4) + 2*A^(4)*w2 + A^(6)*w3 + 3*A^(6)*w1 - A^(10)*w3 - 3*A^(10)*w1 - 2*A^(12)*w2 + A^(14)*w1 + A^(16)*w2
6_14s	+ A^(-16)*w2 + A^(-14)*w1 - 2*A^(-12)*w2 - A^(-10)*w3 - 3*A^(-10)*w1 + A^(-6)*w3 + 3*A^(-6)*w1 + A^(-4) + 2*A^(-4)*w2 - A^(-2)*w1 - w2
6_14m	+ A^(-16)*m2 + A^(-14)*m1 - 2*A^(-12)*m2 - A^(-10)*m3 - 3*A^(-10)*m1 + A^(-6)*m3 + 3*A^(-6)*m1 + A^(-4) + 2*A^(-4)*m2 - A^(-2)*m1 - m2
6_15	- A^(6)*m1 + A^(8) + 3*A^(10)*m1 + A^(12)*m2 - 3*A^(14)*m1 - 2*A^(16)*m2 + 2*A^(18)*m1 + 2*A^(20)*m2 - A^(22)*m1 - A^(24)*m2
6_15ms	- A^(6)*w1 + A^(8) + 3*A^(10)*w1 + A^(12)*w2 - 3*A^(14)*w1 - 2*A^(16)*w2 + 2*A^(18)*w1 + 2*A^(20)*w2 - A^(22)*w1 - A^(24)*w2
6_15s	- A^(-24)*w2 - A^(-22)*w1 + 2*A^(-20)*w2 + 2*A^(-18)*w1 - 2*A^(-16)*w2 - 3*A^(-14)*w1 + A^(-12)*w2 + 3*A^(-10)*w1 + A^(-8) - A^(-6)*w1
6_15m	- A^(-24)*m2 - A^(-22)*m1 + 2*A^(-20)*m2 + 2*A^(-18)*m1 - 2*A^(-16)*m2 - 3*A^(-14)*m1 + A^(-12)*m2 + 3*A^(-10)*m1 + A^(-8) - A^(-6)*m1
6_16	+ A^(-20) - A^(-18)*w1 - 3*A^(-16) + A^(-14)*w1 - A^(-14)*m1 + 4*A^(-12) + 2*A^(-10)*m1 - 2*A^(-8) - 2*A^(-6)*m1 + A^(-4) + A^(-2)*m1
6_16ms	+ A^(-20) - A^(-18)*m1 - 3*A^(-16) - A^(-14)*w1 + A^(-14)*m1 + 4*A^(-12) + 2*A^(-10)*w1 - 2*A^(-8) - 2*A^(-6)*w1 + A^(-4) + A^(-2)*w1
6_16s	+ A^(2)*w1 + A^(4) - 2*A^(6)*w1 - 2*A^(8) + 2*A^(10)*w1 + 4*A^(12) - A^(14)*w1 + A^(14)*m1 - 3*A^(16) - A^(18)*m1 + A^(20)
6_16m	+ A^(2)*m1 + A^(4) - 2*A^(6)*m1 - 2*A^(8) + 2*A^(10)*m1 + 4*A^(12) + A^(14)*w1 - A^(14)*m1 - 3*A^(16) - A^(18)*w1 + A^(20)
6_17	- A^(-18)*w1 - A^(-16) + 2*A^(-14)*w1 + 3*A^(-12) - 2*A^(-10)*w1 + A^(-10)*m1 - 3*A^(-8) + A^(-6)*w1 - 2*A^(-6)*m1 + 2*A^(-4) + A^(-2)*m1
6_17ms	- A^(-18)*m1 - A^(-16) + 2*A^(-14)*m1 + 3*A^(-12) + A^(-10)*w1 - 2*A^(-10)*m1 - 3*A^(-8) - 2*A^(-6)*w1 + A^(-6)*m1 + 2*A^(-4) + A^(-2)*w1
6_17s	+ A^(2)*w1 + 2*A^(4) - 2*A^(6)*w1 + A^(6)*m1 - 3*A^(8) + A^(10)*w1 - 2*A^(10)*m1 + 3*A^(12) + 2*A^(14)*m1 - A^(16) - A^(18)*m1
6_17m	+ A^(2)*m1 + 2*A^(4) + A^(6)*w1 - 2*A^(6)*m1 - 3*A^(8) - 2*A^(10)*w1 + A^(10)*m1 + 3*A^(12) + 2*A^(14)*w1 - A^(16) - A^(18)*w1
6_18	+ A^(4) - A^(8) - A^(10)*m1 + 2*A^(12) + 2*A^(14)*m1 - A^(16) + A^(16)*m2 - A^(18)*m1 - A^(20)*m2
6_18ms	+ A^(4) - A^(8) - A^(10)*w1 + 2*A^(12) + 2*A^(14)*w1 - A^(16) + A^(16)*w2 - A^(18)*w1 - A^(20)*w2
6_18s	- A^(-20)*w2 - A^(-18)*w1 - A^(-16) + A^(-16)*w2 + 2*A^(-14)*w1 + 2*A^(-12) - A^(-10)*w1 - A^(-8) + A^(-4)
6_18m	- A^(-20)*m2 - A^(-18)*m1 - A^(-16) + A^(-16)*m2 + 2*A^(-14)*m1 + 2*A^(-12) - A^(-10)*m1 - A^(-8) + A^(-4)
6_19	- A^(-6)*m1 - A^(-4)*m2 + A^(-2)*m1 + 1 + 2*m2 + A^(2)*m3 - A^(4)*m2 - A^(6)*m3
6_19ms	- A^(-6)*w1 - A^(-4)*w2 + A^(-2)*w1 + 1 + 2*w2 + A^(2)*w3 - A^(4)*w2 - A^(6)*w3
6_19s	- A^(-6)*w3 - A^(-4)*w2 + A^(-2)*w3 + 1 + 2*w2 + A^(2)*w1 - A^(4)*w2 - A^(6)*w1
6_19m	- A^(-6)*m3 - A^(-4)*m2 + A^(-2)*m3 + 1 + 2*m2 + A^(2)*m1 - A^(4)*m2 - A^(6)*m1
6_20	+ A^(-2)*m1 - 2*A^(2)*m1 + A^(4) + 3*A^(6)*m1 + A^(8)*m2 - 3*A^(10)*m1 - 2*A^(12)*m2 + A^(14)*m1 + A^(16)*m2
6_20ms	+ A^(-2)*w1 - 2*A^(2)*w1 + A^(4) + 3*A^(6)*w1 + A^(8)*w2 - 3*A^(10)*w1 - 2*A^(12)*w2 + A^(14)*w1 + A^(16)*w2
6_20s	+ A^(-16)*w2 + A^(-14)*w1 - 2*A^(-12)*w2 - 3*A^(-10)*w1 + A^(-8)*w2 + 3*A^(-6)*w1 + A^(-4) - 2*A^(-2)*w1 + A^(2)*w1
6_20m	+ A^(-16)*m2 + A^(-14)*m1 - 2*A^(-12)*m2 - 3*A^(-10)*m1 + A^(-8)*m2 + 3*A^(-6)*m1 + A^(-4) - 2*A^(-2)*m1 + A^(2)*m1
6_21	+ A^(8) + A^(10)*m1 - A^(12) - 2*A^(14)*m1 + 2*A^(16) + 3*A^(18)*m1 - A^(20) + A^(20)*m2 - 3*A^(22)*m1 - A^(24)*m2 + A^(26)*m1
6_21ms	+ A^(8) + A^(10)*w1 - A^(12) - 2*A^(14)*w1 + 2*A^(16) + 3*A^(18)*w1 - A^(20) + A^(20)*w2 - 3*A^(22)*w1 - A^(24)*w2 + A^(26)*w1
6_21s	+ A^(-26)*w1 - A^(-24)*w2 - 3*A^(-22)*w1 - A^(-20) + A^(-20)*w2 + 3*A^(-18)*w1 + 2*A^(-16) - 2*A^(-14)*w1 - A^(-12) + A^(-10)*w1 + A^(-8)
6_21m	+ A^(-26)*m1 - A^(-24)*m2 - 3*A^(-22)*m1 - A^(-20) + A^(-20)*m2 + 3*A^(-18)*m1 + 2*A^(-16) - 2*A^(-14)*m1 - A^(-12) + A^(-10)*m1 + A^(-8)
6_22	+ A^(-8) - A^(-6)*w1 - 2*A^(-4) + 2*A^(-2)*w1 - A^(-2)*m1 + 4 - A^(2)*w1 + 2*A^(2)*m1 - 3*A^(4) - 2*A^(6)*m1 + A^(8) + A^(10)*m1
6_22ms	+ A^(-8) - A^(-6)*m1 - 2*A^(-4) - A^(-2)*w1 + 2*A^(-2)*m1 + 4 + 2*A^(2)*w1 - A^(2)*m1 - 3*A^(4) - 2*A^(6)*w1 + A^(8) + A^(10)*w1
6_22s	+ A^(-10)*w1 + A^(-8) - 2*A^(-6)*w1 - 3*A^(-4) + 2*A^(-2)*w1 - A^(-2)*m1 + 4 - A^(2)*w1 + 2*A^(2)*m1 - 2*A^(4) - A^(6)*m1 + A^(8)
6_22m	+ A^(-10)*m1 + A^(-8) - 2*A^(-6)*m1 - 3*A^(-4) - A^(-2)*w1 + 2*A^(-2)*m1 + 4 + 2*A^(2)*w1 - A^(2)*m1 - 2*A^(4) - A^(6)*w1 + A^(8)
6_23	+ A^(-14)*m1 + A^(-12)*m2 - 2*A^(-10)*m1 - 2*A^(-8)*m2 - A^(-6)*m3 + A^(-6)*m1 + A^(-4) + A^(-4)*m2 + A^(-2)*m3
6_23ms	+ A^(-14)*w1 + A^(-12)*w2 - 2*A^(-10)*w1 - 2*A^(-8)*w2 - A^(-6)*w3 + A^(-6)*w1 + A^(-4) + A^(-4)*w2 + A^(-2)*w3
6_23s	+ A^(2)*w3 + A^(4) + A^(4)*w2 - A^(6)*w3 + A^(6)*w1 - 2*A^(8)*w2 - 2*A^(10)*w1 + A^(12)*w2 + A^(14)*w1
6_23m	+ A^(2)*m3 + A^(4) + A^(4)*m2 - A^(6)*m3 + A^(6)*m1 - 2*A^(8)*m2 - 2*A^(10)*m1 + A^(12)*m2 + A^(14)*m1
