0_1	+ 1
6_67s|6_67m	- 1 - A^(2) + 3*A^(4) + 3*A^(6) - A^(8) - 3*A^(10) + 2*A^(14) - A^(18)
6_68|6_68ms	- A^(-14) - 2*A^(-12) + 5*A^(-8) + 3*A^(-6) - 3*A^(-4) - 4*A^(-2) + 1 + 3*A^(2) - A^(6)
6_68s|6_68m	- A^(-6) + 3*A^(-2) + 1 - 4*A^(2) - 3*A^(4) + 3*A^(6) + 5*A^(8) - 2*A^(12) - A^(14)
6_69|6_69ms	- A^(6) + A^(8) + 3*A^(10) + 2*A^(12) - 3*A^(14) - 3*A^(16) + A^(18) + 2*A^(20) - A^(24)
6_69s|6_69m	- A^(-24) + 2*A^(-20) + A^(-18) - 3*A^(-16) - 3*A^(-14) + 2*A^(-12) + 3*A^(-10) + A^(-8) - A^(-6)
6_70|6_70ms	- A^(6) + A^(8) + 4*A^(10) + 2*A^(12) - 4*A^(14) - 4*A^(16) + A^(18) + 3*A^(20) - A^(24)
6_70s|6_70m	- A^(-24) + 3*A^(-20) + A^(-18) - 4*A^(-16) - 4*A^(-14) + 2*A^(-12) + 4*A^(-10) + A^(-8) - A^(-6)
6_71|6_71ms	+ 2*A^(4) + A^(6) - 2*A^(8) - 3*A^(10) + A^(12) + 3*A^(14) + A^(16) - A^(18) - A^(20)
6_71s|6_71m	- A^(-20) - A^(-18) + A^(-16) + 3*A^(-14) + A^(-12) - 3*A^(-10) - 2*A^(-8) + A^(-6) + 2*A^(-4)
6_72|6_72ms	+ A^(-26) - 2*A^(-22) + 2*A^(-18) - 3*A^(-14) - A^(-12) + 2*A^(-10) + 2*A^(-8)
6_72s|6_72m	+ 2*A^(8) + 2*A^(10) - A^(12) - 3*A^(14) + 2*A^(18) - 2*A^(22) + A^(26)
6_73|6_73ms	+ A^(-22) - 2*A^(-18) - A^(-16) + 2*A^(-14) + 3*A^(-12) - 2*A^(-10) - 3*A^(-8) + 2*A^(-4) + A^(-2)
6_73s|6_73m	+ A^(2) + 2*A^(4) - 3*A^(8) - 2*A^(10) + 3*A^(12) + 2*A^(14) - A^(16) - 2*A^(18) + A^(22)
6_74|6_74ms	+ 2*A^(-4) + A^(-2) - 2 - 3*A^(2) + A^(4) + 3*A^(6) - 2*A^(10) + A^(14)
6_74s|6_74m	+ A^(-14) - 2*A^(-10) + 3*A^(-6) + A^(-4) - 3*A^(-2) - 2 + A^(2) + 2*A^(4)
6_75|6_75ms	+ A^(12) + A^(14) + A^(16) - A^(18) - 2*A^(20) + 2*A^(24) + A^(26) - A^(28) - A^(30)
6_75s|6_75m	- A^(-30) - A^(-28) + A^(-26) + 2*A^(-24) - 2*A^(-20) - A^(-18) + A^(-16) + A^(-14) + A^(-12)
6_76|6_76ms	+ A^(8) + A^(10) - A^(12) - 3*A^(14) + A^(16) + 4*A^(18) + 2*A^(20) - 2*A^(22) - 2*A^(24)
6_76s|6_76m	- 2*A^(-24) - 2*A^(-22) + 2*A^(-20) + 4*A^(-18) + A^(-16) - 3*A^(-14) - A^(-12) + A^(-10) + A^(-8)
6_77|6_77ms	+ A^(-4) - 2 - A^(2) + 3*A^(4) + 4*A^(6) - A^(8) - 4*A^(10) - A^(12) + A^(14) + A^(16)
6_77s|6_77m	+ A^(-16) + A^(-14) - A^(-12) - 4*A^(-10) - A^(-8) + 4*A^(-6) + 3*A^(-4) - A^(-2) - 2 + A^(4)
6_78|6_78ms	+ A^(12) + A^(14) + A^(16) - 2*A^(20) - A^(22) + A^(24) + A^(26) - A^(30)
6_78s|6_78m	- A^(-30) + A^(-26) + A^(-24) - A^(-22) - 2*A^(-20) + A^(-16) + A^(-14) + A^(-12)
6_79|6_79ms	- A^(-14) - A^(-12) + A^(-10) + 3*A^(-8) + A^(-6) - 2*A^(-4) - 2*A^(-2) + 1 + A^(2)
6_79s|6_79m	+ A^(-2) + 1 - 2*A^(2) - 2*A^(4) + A^(6) + 3*A^(8) + A^(10) - A^(12) - A^(14)
6_80	+ 2*A^(2) + 2*A^(4) - 2*A^(6) - 3*A^(8) + 3*A^(12) - 2*A^(16) + A^(20)
6_80m	+ A^(-20) - 2*A^(-16) + 3*A^(-12) - 3*A^(-8) - 2*A^(-6) + 2*A^(-4) + 2*A^(-2)
6_81|6_81ms	- A^(-2) - 1 + A^(2) + 4*A^(4) + A^(6) - 3*A^(8) - 2*A^(10) + 2*A^(12) + 2*A^(14) - A^(16) - A^(18)
6_81s|6_81m	- A^(-18) - A^(-16) + 2*A^(-14) + 2*A^(-12) - 2*A^(-10) - 3*A^(-8) + A^(-6) + 4*A^(-4) + A^(-2) - 1 - A^(2)
6_82|6_82ms	+ A^(-2) - 2*A^(2) + 3*A^(6) + 2*A^(8) - 2*A^(10) - 2*A^(12) + A^(16)
6_82s|6_82m	+ A^(-16) - 2*A^(-12) - 2*A^(-10) + 2*A^(-8) + 3*A^(-6) - 2*A^(-2) + A^(2)
6_83|6_83ms	+ A^(-2) - 3*A^(2) + 4*A^(6) + 3*A^(8) - 2*A^(10) - 3*A^(12) + A^(16)
6_83s|6_83m	+ A^(-16) - 3*A^(-12) - 2*A^(-10) + 3*A^(-8) + 4*A^(-6) - 3*A^(-2) + A^(2)
6_84|6_84ms	+ A^(8) + A^(10) - A^(12) - 2*A^(14) + A^(16) + 4*A^(18) + A^(20) - 3*A^(22) - 2*A^(24) + A^(28)
6_84s|6_84m	+ A^(-28) - 2*A^(-24) - 3*A^(-22) + A^(-20) + 4*A^(-18) + A^(-16) - 2*A^(-14) - A^(-12) + A^(-10) + A^(-8)
6_85	+ A^(8) + 2*A^(10) - 4*A^(14) - A^(16) + 4*A^(18) + 3*A^(20) - 2*A^(22) - 3*A^(24) + A^(28)
6_85m	+ A^(-28) - 3*A^(-24) - 2*A^(-22) + 3*A^(-20) + 4*A^(-18) - A^(-16) - 4*A^(-14) + 2*A^(-10) + A^(-8)
6_86|6_86s|3_2*3_2s|3_2s*3_2ms|3_2*3_2m|3_2m*3_2ms	+ A^(-10) + A^(-8) - 2*A^(-6) - 3*A^(-4) + A^(-2) + 5 + A^(2) - 3*A^(4) - 2*A^(6) + A^(8) + A^(10)
6_87	- 2*A^(-6) - A^(-4) + 4*A^(-2) + 4 - 2*A^(2) - 4*A^(4) + 3*A^(8) - A^(12)
6_87m	- A^(-12) + 3*A^(-8) - 4*A^(-4) - 2*A^(-2) + 4 + 4*A^(2) - A^(4) - 2*A^(6)
6_88|6_88ms	- 1 + 3*A^(4) + 2*A^(6) - 2*A^(8) - 3*A^(10) + A^(12) + 2*A^(14) - A^(18)
6_88s|6_88m	- A^(-18) + 2*A^(-14) + A^(-12) - 3*A^(-10) - 2*A^(-8) + 2*A^(-6) + 3*A^(-4) - 1
6_89|6_89ms	+ A^(8) + 2*A^(10) + A^(12) - 2*A^(14) - 3*A^(16) + 2*A^(20) + A^(22) - A^(26)
6_89s|6_89m	- A^(-26) + A^(-22) + 2*A^(-20) - 3*A^(-16) - 2*A^(-14) + A^(-12) + 2*A^(-10) + A^(-8)
6_90|6_90ms	- A^(-6) - 2*A^(-4) + A^(-2) + 4 + 2*A^(2) - A^(4) - 2*A^(6)
6_90s|6_90m	- 2*A^(-6) - A^(-4) + 2*A^(-2) + 4 + A^(2) - 2*A^(4) - A^(6)
6_91|6_91ms	- A^(-2) - 2 + 4*A^(4) + 5*A^(6) - 4*A^(10) - 2*A^(12) + A^(16)
6_91s|6_91m	+ A^(-16) - 2*A^(-12) - 4*A^(-10) + 5*A^(-6) + 4*A^(-4) - 2 - A^(2)
6_92|6_92ms	+ A^(-10) + A^(-8) - 3*A^(-6) - 4*A^(-4) + A^(-2) + 6 + 3*A^(2) - 2*A^(4) - 2*A^(6)
6_92s|6_92m	- 2*A^(-6) - 2*A^(-4) + 3*A^(-2) + 6 + A^(2) - 4*A^(4) - 3*A^(6) + A^(8) + A^(10)
6_93|6_93ms	+ A^(8) - A^(12) + 2*A^(16) + A^(18) - 2*A^(20) - A^(22) + 2*A^(24) + A^(26) - A^(28) - A^(30)
6_93s|6_93m	- A^(-30) - A^(-28) + A^(-26) + 2*A^(-24) - A^(-22) - 2*A^(-20) + A^(-18) + 2*A^(-16) - A^(-12) + A^(-8)
6_94|6_94ms	+ A^(4) - 2*A^(8) + 3*A^(12) + A^(14) - 2*A^(16) - A^(18) + 2*A^(20) + A^(22) - A^(24) - A^(26)
6_94s|6_94m	- A^(-26) - A^(-24) + A^(-22) + 2*A^(-20) - A^(-18) - 2*A^(-16) + A^(-14) + 3*A^(-12) - 2*A^(-8) + A^(-4)
6_95|6_95ms	+ A^(8) - A^(12) + 3*A^(16) + 2*A^(18) - 2*A^(20) - 3*A^(22) + A^(26)
6_95s|6_95m	+ A^(-26) - 3*A^(-22) - 2*A^(-20) + 2*A^(-18) + 3*A^(-16) - A^(-12) + A^(-8)
6_96	+ A^(8) - A^(12) + 2*A^(16) + 2*A^(18) - A^(20) - 2*A^(22)
6_96m	- 2*A^(-22) - A^(-20) + 2*A^(-18) + 2*A^(-16) - A^(-12) + A^(-8)
6_97|6_97ms	- A^(-14) - A^(-12) + A^(-10) + 3*A^(-8) + A^(-6) - 3*A^(-4) - 2*A^(-2) + 2 + 2*A^(2) - A^(6)
6_97s|6_97m	- A^(-6) + 2*A^(-2) + 2 - 2*A^(2) - 3*A^(4) + A^(6) + 3*A^(8) + A^(10) - A^(12) - A^(14)
6_98|6_98ms	+ A^(-26) - 2*A^(-22) - A^(-20) + 2*A^(-18) + A^(-16) - 2*A^(-14) - A^(-12) + A^(-10) + 2*A^(-8)
6_98s|6_98m	+ 2*A^(8) + A^(10) - A^(12) - 2*A^(14) + A^(16) + 2*A^(18) - A^(20) - 2*A^(22) + A^(26)
6_99|6_99ms	- A^(-12) + 3*A^(-8) + 2*A^(-6) - 3*A^(-4) - 4*A^(-2) + 1 + 3*A^(2) + A^(4) - A^(6)
6_99s|6_99m	- A^(-6) + A^(-4) + 3*A^(-2) + 1 - 4*A^(2) - 3*A^(4) + 2*A^(6) + 3*A^(8) - A^(12)
6_100|6_100ms	+ A^(-10) - 3*A^(-6) - 2*A^(-4) + 3*A^(-2) + 5 - 3*A^(4) - A^(6) + A^(8)
6_100s|6_100m	+ A^(-8) - A^(-6) - 3*A^(-4) + 5 + 3*A^(2) - 2*A^(4) - 3*A^(6) + A^(10)
6_101|6_101ms	+ A^(-22) - 2*A^(-18) - A^(-16) + 2*A^(-14) + 2*A^(-12) - 2*A^(-10) - 2*A^(-8) + A^(-6) + 2*A^(-4)
6_101s|6_101m	+ 2*A^(4) + A^(6) - 2*A^(8) - 2*A^(10) + 2*A^(12) + 2*A^(14) - A^(16) - 2*A^(18) + A^(22)
6_102|6_102ms	+ A^(8) + 2*A^(10) + 2*A^(12) - 2*A^(14) - 3*A^(16) - A^(18) + A^(20) + A^(22)
6_102s|6_102m	+ A^(-22) + A^(-20) - A^(-18) - 3*A^(-16) - 2*A^(-14) + 2*A^(-12) + 2*A^(-10) + A^(-8)
6_103|6_103ms	+ A^(12) + A^(14) - A^(18) + A^(22) - A^(26) + A^(30) - A^(34)
6_103s|6_103m	- A^(-34) + A^(-30) - A^(-26) + A^(-22) - A^(-18) + A^(-14) + A^(-12)
6_104|6_104ms	+ A^(8) + A^(10) - A^(12) - 2*A^(14) + A^(16) + 3*A^(18) - 2*A^(22) + A^(26) - A^(30)
6_104s|6_104m	- A^(-30) + A^(-26) - 2*A^(-22) + 3*A^(-18) + A^(-16) - 2*A^(-14) - A^(-12) + A^(-10) + A^(-8)
6_105|6_105ms	- 1 - A^(2) + 2*A^(4) + 3*A^(6) - 2*A^(10) + A^(14) - A^(18)
6_105s|6_105m	- A^(-18) + A^(-14) - 2*A^(-10) + 3*A^(-6) + 2*A^(-4) - A^(-2) - 1
6_106|6_106ms	+ A^(8) + A^(10) - A^(12) - A^(14) + 2*A^(16) + 2*A^(18) - 2*A^(20) - 3*A^(22) + A^(24) + 2*A^(26) - A^(30)
6_106s|6_106m	- A^(-30) + 2*A^(-26) + A^(-24) - 3*A^(-22) - 2*A^(-20) + 2*A^(-18) + 2*A^(-16) - A^(-14) - A^(-12) + A^(-10) + A^(-8)
6_107|6_107ms	- A^(-16) + A^(-12) - A^(-8) + 2*A^(-4) + A^(-2) - A^(2)
6_107s|6_107m	- A^(-2) + A^(2) + 2*A^(4) - A^(8) + A^(12) - A^(16)
6_108|6_108ms	+ A^(-2) + 1 - A^(2) - 2*A^(4) + 2*A^(8) + A^(10) - A^(14)
6_108s|6_108m	- A^(-14) + A^(-10) + 2*A^(-8) - 2*A^(-4) - A^(-2) + 1 + A^(2)
6_109|6_109ms|2_1*4_7|2_1*4_7ms|2_1ms*4_7|2_1ms*4_7ms	- 1 - A^(2) + 2*A^(4) + 4*A^(6) + A^(8) - 3*A^(10) - 2*A^(12) + A^(16)
6_109s|6_109m|2_1s*4_7s|2_1s*4_7m|2_1m*4_7s|2_1m*4_7m	+ A^(-16) - 2*A^(-12) - 3*A^(-10) + A^(-8) + 4*A^(-6) + 2*A^(-4) - A^(-2) - 1
6_111|6_111ms	+ A^(-4) + A^(-2) - 2 - 3*A^(2) + A^(4) + 5*A^(6) + 2*A^(8) - 3*A^(10) - 2*A^(12) + A^(16)
6_111s|6_111m	+ A^(-16) - 2*A^(-12) - 3*A^(-10) + 2*A^(-8) + 5*A^(-6) + A^(-4) - 3*A^(-2) - 2 + A^(2) + A^(4)
6_112|6_112ms	- A^(-6) - A^(-4) + 2*A^(-2) + 3 - 3*A^(4) - A^(6) + 2*A^(8) + A^(10) - A^(14)
6_112s|6_112m	- A^(-14) + A^(-10) + 2*A^(-8) - A^(-6) - 3*A^(-4) + 3 + 2*A^(2) - A^(4) - A^(6)
6_113|6_113ms	+ A^(4) + A^(6) - A^(8) - A^(10) + A^(12) + A^(14) - A^(16) - A^(18) + A^(20) + A^(22) - A^(26)
6_113s|6_113m	- A^(-26) + A^(-22) + A^(-20) - A^(-18) - A^(-16) + A^(-14) + A^(-12) - A^(-10) - A^(-8) + A^(-6) + A^(-4)
6_114|6_114ms	- A^(-6) + 3*A^(-2) + 2 - 3*A^(2) - 4*A^(4) + A^(6) + 4*A^(8) + A^(10) - A^(12) - A^(14)
6_114s|6_114m	- A^(-14) - A^(-12) + A^(-10) + 4*A^(-8) + A^(-6) - 4*A^(-4) - 3*A^(-2) + 2 + 3*A^(2) - A^(6)
6_115|6_115ms	+ A^(4) - 2*A^(8) + 3*A^(12) + 2*A^(14) - 2*A^(16) - 2*A^(18) + A^(20) + A^(22) - A^(26)
6_115s|6_115m	- A^(-26) + A^(-22) + A^(-20) - 2*A^(-18) - 2*A^(-16) + 2*A^(-14) + 3*A^(-12) - 2*A^(-8) + A^(-4)
6_116|6_116ms	+ A^(8) + 2*A^(10) + A^(12) - 3*A^(14) - 3*A^(16) + A^(18) + 3*A^(20) + A^(22) - A^(24) - A^(26)
6_116s|6_116m	- A^(-26) - A^(-24) + A^(-22) + 3*A^(-20) + A^(-18) - 3*A^(-16) - 3*A^(-14) + A^(-12) + 2*A^(-10) + A^(-8)
6_117|6_117ms|2_1*4_7s|2_1ms*4_7s|2_1*4_7m|2_1ms*4_7m	- A^(-2) - 1 + A^(2) + 4*A^(4) + 2*A^(6) - 2*A^(8) - 3*A^(10) + A^(14)
6_117s|6_117m|2_1s*4_7|2_1s*4_7ms|2_1m*4_7|2_1m*4_7ms	+ A^(-14) - 3*A^(-10) - 2*A^(-8) + 2*A^(-6) + 4*A^(-4) + A^(-2) - 1 - A^(2)
6_118|6_118ms	- A^(-18) + 3*A^(-14) + 2*A^(-12) - 4*A^(-10) - 4*A^(-8) + A^(-6) + 4*A^(-4) + A^(-2) - 1
6_118s|6_118m	- 1 + A^(2) + 4*A^(4) + A^(6) - 4*A^(8) - 4*A^(10) + 2*A^(12) + 3*A^(14) - A^(18)
6_119|6_119ms	+ A^(8) + A^(10) - 3*A^(14) - A^(16) + 3*A^(18) + 3*A^(20) - 2*A^(24) - A^(26)
6_119s|6_119m	- A^(-26) - 2*A^(-24) + 3*A^(-20) + 3*A^(-18) - A^(-16) - 3*A^(-14) + A^(-10) + A^(-8)
6_120|6_120s	- 2*A^(-6) - 2*A^(-4) + 2*A^(-2) + 5 + 2*A^(2) - 2*A^(4) - 2*A^(6)
6_121|6_121ms	- A^(-6) + 3*A^(-2) + 3 - 3*A^(2) - 4*A^(4) + 3*A^(8) + A^(10) - A^(12)
6_121s|6_121m	- A^(-12) + A^(-10) + 3*A^(-8) - 4*A^(-4) - 3*A^(-2) + 3 + 3*A^(2) - A^(6)
2_1*4_1|2_1ms*4_1	+ A^(-4) + A^(-2) - 1 - 2*A^(2) + A^(4) + 2*A^(6) - A^(8) - 2*A^(10) + A^(12) + 2*A^(14) - A^(18)
2_1s*4_1|2_1m*4_1	- A^(-18) + 2*A^(-14) + A^(-12) - 2*A^(-10) - A^(-8) + 2*A^(-6) + A^(-4) - 2*A^(-2) - 1 + A^(2) + A^(4)
2_1*4_2|2_1*4_2ms|2_1ms*4_2|2_1ms*4_2ms	- A^(6) + 3*A^(10) + 4*A^(12) - A^(14) - 4*A^(16) - 2*A^(18) + A^(20) + A^(22)
2_1*4_2s|2_1ms*4_2s|2_1*4_2m|2_1ms*4_2m	- A^(-8) - 2*A^(-6) + 4*A^(-2) + 4 - A^(2) - 3*A^(4) - A^(6) + A^(8)
2_1s*4_2|2_1s*4_2ms|2_1m*4_2|2_1m*4_2ms	+ A^(-8) - A^(-6) - 3*A^(-4) - A^(-2) + 4 + 4*A^(2) - 2*A^(6) - A^(8)
2_1s*4_2s|2_1s*4_2m|2_1m*4_2s|2_1m*4_2m	+ A^(-22) + A^(-20) - 2*A^(-18) - 4*A^(-16) - A^(-14) + 4*A^(-12) + 3*A^(-10) - A^(-6)
2_1*4_3|2_1*4_3ms|2_1ms*4_3|2_1ms*4_3ms	+ A^(12) + 2*A^(14) + 2*A^(16) - A^(18) - 3*A^(20) - 2*A^(22) + A^(24) + A^(26)
2_1*4_3s|2_1ms*4_3s|2_1*4_3m|2_1ms*4_3m	- A^(-12) - 2*A^(-10) + 3*A^(-6) + 3*A^(-4) - 1 - A^(2)
2_1s*4_3|2_1s*4_3ms|2_1m*4_3|2_1m*4_3ms	- A^(-2) - 1 + 3*A^(4) + 3*A^(6) - 2*A^(10) - A^(12)
2_1s*4_3s|2_1s*4_3m|2_1m*4_3s|2_1m*4_3m	+ A^(-26) + A^(-24) - 2*A^(-22) - 3*A^(-20) - A^(-18) + 2*A^(-16) + 2*A^(-14) + A^(-12)
2_1*4_4|2_1*4_4ms|2_1ms*4_4|2_1ms*4_4ms	+ A^(8) + A^(10) - A^(12) - 2*A^(14) + 2*A^(16) + 4*A^(18) - 4*A^(22) - 2*A^(24) + A^(26) + A^(28)
2_1*4_4s|2_1ms*4_4s|2_1*4_4m|2_1ms*4_4m	- A^(-14) - 2*A^(-12) + 4*A^(-8) + 3*A^(-6) - 2*A^(-4) - 3*A^(-2) + 1 + 2*A^(2) - A^(6)
2_1s*4_4|2_1s*4_4ms|2_1m*4_4|2_1m*4_4ms	- A^(-6) + 2*A^(-2) + 1 - 3*A^(2) - 2*A^(4) + 3*A^(6) + 4*A^(8) - 2*A^(12) - A^(14)
2_1s*4_4s|2_1s*4_4m|2_1m*4_4s|2_1m*4_4m	+ A^(-28) + A^(-26) - 2*A^(-24) - 4*A^(-22) + 4*A^(-18) + 2*A^(-16) - 2*A^(-14) - A^(-12) + A^(-10) + A^(-8)
2_1*4_5|2_1*4_5ms|2_1ms*4_5|2_1ms*4_5ms	+ A^(-10) + A^(-8) - 2*A^(-6) - 4*A^(-4) + 5 + 3*A^(2) - A^(4) - 2*A^(6)
2_1*4_5s|2_1ms*4_5s|2_1*4_5m|2_1ms*4_5m	+ 2*A^(8) + 3*A^(10) - 5*A^(14) - 3*A^(16) + 2*A^(18) + 3*A^(20) - A^(24)
2_1s*4_5|2_1s*4_5ms|2_1m*4_5|2_1m*4_5ms	- A^(-24) + 3*A^(-20) + 2*A^(-18) - 3*A^(-16) - 5*A^(-14) + 3*A^(-10) + 2*A^(-8)
2_1s*4_5s|2_1s*4_5m|2_1m*4_5s|2_1m*4_5m	- 2*A^(-6) - A^(-4) + 3*A^(-2) + 5 - 4*A^(4) - 2*A^(6) + A^(8) + A^(10)
2_1*4_6|2_1*4_6ms|2_1ms*4_6|2_1ms*4_6ms	+ A^(12) + 2*A^(14) + A^(16) - 2*A^(18) - 2*A^(20) + A^(22) + 2*A^(24) - A^(26) - 2*A^(28) + A^(32)
2_1*4_6s|2_1ms*4_6s|2_1*4_6m|2_1ms*4_6m	- A^(-18) - A^(-16) + A^(-14) + 2*A^(-12) - A^(-10) - 2*A^(-8) + A^(-6) + 3*A^(-4) + A^(-2) - 1 - A^(2)
2_1s*4_6|2_1s*4_6ms|2_1m*4_6|2_1m*4_6ms	- A^(-2) - 1 + A^(2) + 3*A^(4) + A^(6) - 2*A^(8) - A^(10) + 2*A^(12) + A^(14) - A^(16) - A^(18)
2_1s*4_6s|2_1s*4_6m|2_1m*4_6s|2_1m*4_6m	+ A^(-32) - 2*A^(-28) - A^(-26) + 2*A^(-24) + A^(-22) - 2*A^(-20) - 2*A^(-18) + A^(-16) + 2*A^(-14) + A^(-12)
2_1*4_8|2_1*4_8ms|2_1ms*4_8|2_1ms*4_8ms	+ A^(8) + 2*A^(10) - 3*A^(14) - A^(16) + 3*A^(18) + 2*A^(20) - 2*A^(22) - 2*A^(24) + A^(28)
2_1*4_8s|2_1ms*4_8s|2_1*4_8m|2_1ms*4_8m	- A^(-14) - A^(-12) + A^(-10) + 3*A^(-8) - 3*A^(-4) - A^(-2) + 3 + 2*A^(2) - A^(4) - A^(6)
2_1s*4_8|2_1s*4_8ms|2_1m*4_8|2_1m*4_8ms	- A^(-6) - A^(-4) + 2*A^(-2) + 3 - A^(2) - 3*A^(4) + 3*A^(8) + A^(10) - A^(12) - A^(14)
2_1s*4_8s|2_1s*4_8m|2_1m*4_8s|2_1m*4_8m	+ A^(-28) - 2*A^(-24) - 2*A^(-22) + 2*A^(-20) + 3*A^(-18) - A^(-16) - 3*A^(-14) + 2*A^(-10) + A^(-8)
3_1*3_1	+ A^(8) + 2*A^(16) - 2*A^(20) + A^(24) - 2*A^(28) + A^(32)
3_1*3_1m	- A^(-12) + A^(-8) - A^(-4) + 3 - A^(4) + A^(8) - A^(12)
3_1*3_2|3_1*3_2ms	+ A^(-4) - 1 - A^(2) + 2*A^(4) + A^(6) - 2*A^(8) - A^(10) + 2*A^(12) + 2*A^(14) - A^(16) - A^(18)
3_1*3_2s|3_1*3_2m	+ A^(2) + A^(4) - A^(6) - A^(8) + A^(10) + 2*A^(12) - 2*A^(14) - 2*A^(16) + A^(18) + 2*A^(20) - A^(24)
3_1m*3_1m	+ A^(-32) - 2*A^(-28) + A^(-24) - 2*A^(-20) + 2*A^(-16) + A^(-8)
3_1m*3_2|3_1m*3_2ms	- A^(-24) + 2*A^(-20) + A^(-18) - 2*A^(-16) - 2*A^(-14) + 2*A^(-12) + A^(-10) - A^(-8) - A^(-6) + A^(-4) + A^(-2)
3_1m*3_2s|3_1m*3_2m	- A^(-18) - A^(-16) + 2*A^(-14) + 2*A^(-12) - A^(-10) - 2*A^(-8) + A^(-6) + 2*A^(-4) - A^(-2) - 1 + A^(4)
3_2*3_2|3_2*3_2ms|3_2ms*3_2ms	+ A^(-16) - 2*A^(-12) - 2*A^(-10) + 3*A^(-8) + 4*A^(-6) - A^(-4) - 4*A^(-2) - 1 + 2*A^(2) + A^(4)
3_2s*3_2s|3_2m*3_2s|3_2m*3_2m	+ A^(-4) + 2*A^(-2) - 1 - 4*A^(2) - A^(4) + 4*A^(6) + 3*A^(8) - 2*A^(10) - 2*A^(12) + A^(16)
2_1*2_1*2_1|2_1*2_1*2_1ms|2_1*2_1ms*2_1ms|2_1ms*2_1ms*2_1ms	+ A^(12) + 3*A^(14) + 3*A^(16) - 2*A^(18) - 6*A^(20) - 3*A^(22) + 3*A^(24) + 3*A^(26) - A^(30)
2_1*2_1*2_1s|2_1*2_1s*2_1ms|2_1s*2_1ms*2_1ms|2_1*2_1*2_1m|2_1*2_1m*2_1ms|2_1m*2_1ms*2_1ms	- A^(-2) - 2 + 5*A^(4) + 5*A^(6) - A^(8) - 5*A^(10) - 2*A^(12) + A^(14) + A^(16)
2_1*2_1s*2_1s|2_1s*2_1s*2_1ms|2_1*2_1m*2_1s|2_1*2_1m*2_1m|2_1m*2_1s*2_1ms|2_1m*2_1m*2_1ms	+ A^(-16) + A^(-14) - 2*A^(-12) - 5*A^(-10) - A^(-8) + 5*A^(-6) + 5*A^(-4) - 2 - A^(2)
2_1s*2_1s*2_1s|2_1m*2_1s*2_1s|2_1m*2_1m*2_1s|2_1m*2_1m*2_1m	- A^(-30) + 3*A^(-26) + 3*A^(-24) - 3*A^(-22) - 6*A^(-20) - 2*A^(-18) + 3*A^(-16) + 3*A^(-14) + A^(-12)
